"","Album","Song","Lyrics"
"52","Barter 6"," amazing "," Sticky kush, sticky kush Tell me your name Nigga have you ever dreamed? I was the man and you a thing One and two Anytime I get mad, I can goodbye to you God damn, who the hell let rats in the house? King of lions, who let these cats run out of the house? Houston, Texas when I'm on land, I lean back like a couch I'm not playin', I want it bad, call shots like a spouse We roll that kushy up, we eat that pussy though Suck it til you're throwin' up, my Phantom grey, no hound I lost a Lear, no bucks, still waitin' on that Bentley truck Stop playin', lil bitty boy, you a duck He ain't YSL, nigga, he ain't in the hut I might stop by and let that little bitch lush I pull up and chop at your cousin, your bus Little nigga, you know what it was You know what it is, you know what it does I'm makin' your old lady shake it She suckin' too slow, I'm impatient My diamonds so wet like a basin Don't know where to go, I'm amazin' What's amazin'? I don't know What's amazin'? I don't know What's amazin'? I don't know What's amazin'? (Amazing is a grateful thing) I might accept your apology I mean you throw L's up if you ain't followin' I am a beast, your life I'll be swallowin' And I've been drinkin', I need to bottle this Man I'm so tired of these niggas man I am so tired of these bitches I'm so magnificent, studio workin' I'm wearin' a top like I'm pimpin' Your bitch want my milk I'm sittin' at the top lookin' down at these wimps These hoes just roll me a blunt And you know that they stuff it, it cannot be imps I never had cutlass and donks I based up my bankroll then based out my trunk I might fuck that lil bitch in the mornin' I might put her out and call Tyrone Snoop Dogg, I might go ahead and bone I'm big ballin', bitch put me inside the dome I'm wearin' Maison Margiela (the tight way) I'm wearin' Maison Margiela (the right way) I'm wearin' Maison Margiela (the scary sight way) I'm wearin' Maison Margiela (the goodnight way) Take some sand to the beach Party with a couple foreign freaks Kim K lookin' hoe, Yeezy Florida livin' nigga, Pork N Beans Yeah, and I'mma ride this bitch tonight And I just might ride this bitch tonight Pork N Beans where you at baby? Pork N Beans where you at baby? Brown sugar on that bitch Pull up with a hoe and she know I'm ready to Bust her, pay her, leave her, fuck her I don't wait up, hold up, let me check my mail He broke, he servin' his squad with a scale I make it rain, I hope all is well I pull off deep like what in the hell? Hoe give all my niggas some bails Wait I'ma lay down 'fore I'll tell Pull up in old school Chevelles I don't save pictures, they might get revealed How many times have I asked are you well? How many times have I popped a perc pill? How many homies at home on the bail? How many times have I told you you shell? How many meals have I ate until I burp? Dropping the top on the Mulsanne ain't no hot top on merchs Hey I worked so hard to get out that dirt Hey I was thinking this is not that work"
"53","Barter 6"," knocked off "," I'm gon' beat that pussy up just like a champion I'm a beast inside these streets like a barbarian Told my baby next February we're married We laughin' at these pussy boys, they're so hilarious I might get him knocked off, pull some spaghetti strings I might get him knocked off for a double sealed pint of lean I might get him knocked off while I pull a bank scheme I might get him knocked off for just tryna join the team Yeah, we roll these bitches like they centipedes We get this money, flip some hundreds then we blow some Gs I gave her life and then I showed her Bs We fucked the world but now we overseas Inside of the car, we stashed a hundred bricks We put it down and hit the town, we 'bout the money trips Wait, the ice is rollin' cause we're rollin', bitch Flakes, the dope is colda cause we're polar, bitch I answer the call and put her right beside me Two, we 'bout that woop like them brand new Spyders Keep your mouth closed, boy, cause we're aim and fire I just might one night her, show love and wife her I'm bangin' green like the lizard in Geico I pull up and wet you, burn your top like Michael I got bullets bigger than fingers in rifles It's big Bs with a hundred Gs in each one of my pockets I'm gon' beat that pussy up just like a champion I'm a beast inside these streets like a barbarian Told my baby next February we're married We laughin' at these pussy boys, they're so hilarious I might get him knocked off, pull some spaghetti strings I might get him knocked off for a double sealed pint of lean I might get him knocked off while I pull a bank scheme I might get him knocked off for just tryna join the team I'm not gon' pass, I'ma smash 'em She want that nut so I blast her My Bentley grey like a pastor Whippin' that snow, no Alaska Good head, she got her masters Shawty a long way from dumb Your money flat like a plasma Good kush, smoke is the bomb I drink that Act while you be drinkin' red I don't fall in love, I run over it instead Hey, babe, bobble, that big ol' head I'm like, ""lil baby, I don't know your kid"" I keep my pistol I'll give you the lead They 3 deep I call 'em Ed, Edd and Eddy Baby take a picture, get that photo cred She make me lean back like a sofa bed I'm gon' beat that pussy up just like a champion I'm a beast inside these streets like a barbarian Told my baby next February we're married We laughin' at these pussy boys, they're so hilarious I might get him knocked off, pull some spaghetti strings I might get him knocked off for a double sealed pint of lean I might get him knocked off while I pull a bank scheme I might get him knocked off for just tryna join the team"
"54","Barter 6"," od "," Uhh OD'ing on drugs Ay bring me a lighter Somebody, please I think I'm OD'ing on drugs Nigga I started a fight inside the club Never switched up on my brew im not a dub I got a foreign car outside sittin' on some dubs Baby said she gon' help me out with my problems I'm still screaming fuck the crime stoppers Yes I’ll hit you up, go do a dub for my partner Yaahh, riding in the back just like a scrub for my partner Knuck if you buck for my partner Yeah I show love for my partner I'mma fuck a ho when I leave the club just for my partner I'mma pull off and take off on my plug that's for my partner I can live life on a boat like Nautica with my partner That's my motherfuckin' partner in crime, baby And you know I'm never stoppin' the time lil baby And you know it's not a doubt in my mind lil baby And you know I'm doin' it for the slimes baby Thugga! I'm a big B(east) yeah wildebeast You can't see me, I'm tired of these streets I will remain an OG when deceased R.I.P. Mike Brown, fuck the Cops Screamin' R.I.P Bennie shootin' up a block No clock lil nigga sit back and watch Me move, All of these chickens lil nigga, no Popeye's When my palm go to itchin' boy I get missin' Whippin' up fake dope in Big Duck's kitchen I swear to god I hurt to whip it (yaahh) Dirty Cup for a nigga sippin' (woah) When I get through with that 4 a nigga trippin', whoa I changed my shoes to Givenchy's they no trippin' no I'm a young rich nigga, flip a flippin' O S-L-I-M-E yeah, I wipe your nose Wipe it, wipe it, wipe it I get that pussy and I just demolish, -molish, -molish Divide it, all in they mouth no trident No baby, but I wipe it! I kiss it and good night it I make love and I fight it Precise and yes it's righteous My luck and how and why can't I fuck it all night got sticks And I'm never scared, never frightened Keep em all out your business they just here because of your riches You keep these ones flyin', no biscuit This money I'm gettin', it got me I think I'm OD'ing on drugs Nigga I started a fight inside the club Never switched up on my brew im not a dub I got a foreign car outside sittin' on some dubs Baby said she gon' help me out with my problems I'm still screaming fuck the crime stoppers Yes I’ll hit you up, go do a dub for my partner Yaahh, riding in the back just like a scrub for my partner Knuck if you buck for my partner Yeah I show love for my partner I'mma fuck a ho when I leave the club just for my partner I'mma pull off and take off on my plug that's for my partner I can live life on a boat like Nautica with my partner That's my motherfuckin' partner in crime, baby And you know I'm never stoppin' the time lil baby And you know it's not a doubt in my mind lil baby And you know I'm doin' it for the slimes baby Dollywhite yeah I do it for you Slime Dora I do it for you Slime Big Duck I do it for you Slime Yeeaah Jeff I do it for you Slime Junior I do it for you, Keisha I do it for you, Bennie I do it for you, Emsley I do it for you, Sheen I do it for you, Gregory I do it for you Kat I do it for you, Unfunk I do it for you, I survive in a zoo I take care of my kids, no matter what else I do Rocko I do, I do Yeah and that's to God that it's true My niggas they was some clothes bandits Now they dealin' with bad bitches and they know they happy And they show they have it, bitch we photograph it I might put mud on my truck and hop out clean and dandy Free my lil brother Bean you know a savage Yeah, but he dont wrestle, no Randy Pussy clean she don't need panties I see right thru that bitch like she panoramic Yeah I treat that beef just like fuckin' manwich I'm - I'm screamin' 30 fuck a blue jean bandit We don't care about no jeans we just want that cash in So we stole the truck and smashed it, cause tragic when I'm I think I'm OD'ing on drugs Nigga I started a fight inside the club Never switched up on my brew im not a dub I got a foreign car outside sittin' on some dubs Baby said she gon' help me out with my problems I'm still screaming fuck the crime stoppers Yes I’ll hit you up, go do a dub for my partner Yaahh, riding in the back just like a scrub for my partner Knuck if you buck for my partner Yeah I show love for my partner I'mma fuck a ho when I leave the club just for my partner I'mma pull off and take off on my plug that's for my partner I can live life on a boat like Nautica with my partner That's my motherfuckin' partner in crime, baby And you know I'm never stoppin' the time lil baby And you know it's not a doubt in my mind lil baby And you know I'm doin' it for the slimes baby"
"55","Barter 6"," numbers "," Yeah Thugger Thugger Got my broadie London in this mothafucker man I’m tellin' ya this beat hard as... this one hard as fuck, listen bro I go up up up and away And I got old hundreds, they wrinkled like a Shar Pei Plus I'm the realest nigga inside the A And them boys in Atlanta they don’t play yeah And them boys from Atlanta tote them K's yeah And them boys from Atlanta got bananas for these monkeys nigga I got plenty ammo for your bumblin' nigga Ammo for these pussy mothafuckas Run up I swear to god I want tears from your mother Fuck nigga tripping, I'll get prisoned and fuck your father up I'ma tell em one time, ain't going farther I'm doing numbers I got bands in the bando and I'm beating David Banner And I’m smoking on cabana, leanin', movin slow as grandma Motor runnin', spent them commas, now it's thunder Count a hundred want a hundred more, that's hunger Yeah baby, Thugger Thugger hungry, yes I'm hungry Young Thugger got the munchies All my diamonds come in yellow like a Funyun Yeah all my gold made 'em sick and they can vomit Yeah-yeah... pussy nigga know they can vomit I'm growing green, me and Chi-Chi, no pet I'm chasing dreams, free Meek Milly And them boys in Atlanta they don't play yeah And them boys from Atlanta tote them K's yeah And them boys from Atlanta got bananas for these monkeys nigga I got plenty ammo for your bumblin' nigga Ammo for these pussy mothafuckas Run up I swear to god I want tears from your mother Fuck nigga tripping, I'll get prison and fuck your father I'ma tell em one time, ain't going farther I'm doing numbers I'ma tell em one time I can read your mind Pop, pop, pop, pop, pop, pop, then start ridin Brand new 24's, bitch on climb You's a busta, mothafucka rhymes Sticky fingers, no porcupine Genius I’ll chase the day Wait, let me pick up his remains Hey, them gators get their prey Hold up, hold up, wait And them boys in Atlanta they don't play yeah And them boys from Atlanta tote them K's yeah And them boys from Atlanta got bananas for these monkeys nigga I got plenty ammo for your bumblin' nigga Ammo for these pussy mothafuckas Run up I swear to god I want tears from your mother Fuck nigga tripping, I'll get prison and fuck your father I'ma tell em one time, ain't going farther I'm doing numbers"
"56","Barter 6"," just might be "," Yeah, ever gon see. Yeah Ever gon see, yeah, I promise! Ever gon see, yeah, I promise! I Aye man get your mutherfuckin hands away from my syrup man Livin life bro, I'm happy Baby you know that I might be The realest lil nigga you ever gone see Baby you know that I might be The trillest lil nigga that you wanna be Baby you know that I might be The richest lil nigga you ever could treat And you know that I might just Scoop that lil bitch up off of her feet All of these niggas they know that they fallin' And everyone wanna be me All of these bitches don't wanna be cheated on But all these bitches wan' cheat All of these bitches wanna be the new wifey But all of these bitches be cheatin All of these rappers I swear they watering down And I'm the chlorine, ah Feed me, feed me These pussy niggas tighter than a wedgie, weegee I live life like a sniper, they can't see me, see me Her heart like an old diaper, I can't leave it, leave it I'm drinkin' on this motherfuckin' mud Okay my fuckin' back pocket is fat like a butt I swear I'mma blood, I can never be your cuz You can roger that like my motherfuckin' buzz (Losie!) (Mumbling) I'll bippoty-bop, then stick it and fade I keep some coke and the rocks on me everyday I got a bitch with a yacht that’s sittin' in the bay Come here tempt me if you wan' go on a date I'll make bail within' the first 48 I'll give her the stick She gone get a clip, bigger than a porn star dick And I need new casting, for a porn star clip Baby you know that I might be The realest lil nigga you ever gone see Baby you know that I might be The rillest lil nigga that you wanna be Baby you know that I might be The richest lil nigga you ever could treat And you know that I might just Scoop that lil bitch up off of her feet All of these niggas they know that they fallin' And everyone wanna be me All of these bitches don't wanna be cheated on But all these bitches wan' cheat All of these bitches wanna be the new wifey But all of these bitches be cheatin All of these rappers I swear they watering down And I'm the chlorine, ah Chlorine on the... That's called breathin', that's how you let that bitch breathe fool Okay you know all my diamonds got no flaws Momma move to 85 north, not 85 south I think these hoes piranhas, excluding my baby momma I take care my daddy momma by pullin' up with them bundles If I ain't treat you good little baby just know it's karma You did my nigga wrong, I know it, it was last summer Lyin' to me, tellin' me I'm the bomb like Osama I wish I could spend 50 bands on tour for grandmama I'll crack that nigga head with a bottle I could never call, not a fed, not a cop Niggas sit on the bench and I said do ya'll YSL scream ""fuck the rest"" cause we got right now Niggas asked me ""Am I sure?"", and the Bentley said “Yeah” That little bitch ask for a purse and you know I said ""Yeah"" She gone act just like a clerk when them feds in there She might act like she know Bird when them players in there, Yeah Baby you know that I might be The realest lil nigga you ever gone see Baby you know that I might be The rillest lil nigga that you wanna be Baby you know that I might be The richest lil nigga you ever could treat And you know that I might just Scoop that lil bitch up off of her feet All of these niggas they know that they fallin' And everyone wanna be me All of these bitches don't wanna be cheated on But all these bitches wan' cheat All of these bitches wanna be the new wifey But all of these bitches be cheatin All of these rappers I swear they watering down And I'm the chlorine, ah Chlorine on the bitch Yeah I'm bout to clean some motherfuckers, fool I got on flue but you know I'm still drippin' You know what I'm sayin' oh Oh ah oh ah"
"57","Slime Season"," take kare by rich gang "," Boolin' at the basketball game Dressed in Balmain (Fresh) Dropped a hundred on the whole thing Inside cost a whole thing And I'ma, give you my all, first my whole name I'm in her mouth just like Colgate I'm really feelin' super like, 8 (pyoo!) Ay, hey, like or hate Ladies man like bait Hop inside a Bentley with a red paper plate Every time they hate I throw them back like a bouquet I ain't Ray J but you can be my Kim K Feelin' like Lil Flip, in love with green, don't look gay I'll never believe what Lil Kim say Water like Phelps and you can jump in my league Run into my head like a deer when it's late Man, everywhere she go, she ballin' Yeah she got Xans, she like, ""Where Tar at?"" She don't gangbang, she say she bang gangs And she'll fight, might knock 'em out the ring Out of cold Pepsi, she'll whip it like a waiter I just wanna nut, she say that's easy like a baker She just want a nigga, I don't serve but I love maple And therefore she gon' watch me like cable Take kare of her! If I don't do nothin' in the world, swear to God I'll take kare of her Take kare of lil mama, take kare of baby mama Take kare of her Take kare of her, take kare of her Take kare of her On a million, goin' to meet a billion Brand new Bentley, you could keep the ceiling Ooh! Take a trip to Peru, baby suck my dog like Snoop Blood gang, big ups soo woo Dinosaur bank roll, woo woo H&M ballin', hundred ten Throw my boy 6, bim bim Baby keep that pussy Baby keep that pussy clean trimmed Bought a castle with my last deal Boy don't talk about no fast deal Lil nigga you laaaaaaaaate, okay I'ma put the pedal to the Wraith I'ma pull the pedal, not the brake Ice inside my ring, you can skate Yeah this shit cold like a case That a nigga went and snitched, dealing with All these mothafuckin' bitches I'm the shit, girl, I'm the shit I'ma build a hole for a snitch, not a ditch, shit Mula, Mula They be hatin' on my girl, though And they wish they was the bitch they hatin' Salutations to my old hoes And thank you for your participation No chaser for my girl though She go harder than me on occasion Gettin' wasted with my girl Then we 69 'til we need ventilation You don't know about it Gotta open new accounts cause the others overcrowded Gotta open up the stores when they're closed when we shoppin' For my girl, wear the clothes that ain't nobody rockin' She so bad, I don't know what to do with her I know just what to do in her Homies hit me up, they said they're goin' out tonight I said I'm with my girl, tonight I can't fuck with you niggas I'ma take kare of her Take kare of her! If I don't do nothin' in the world, swear to God I'll take kare of her Take kare of lil mama, take kare of baby mama Take kare of her Take kare of her, take kare of her Take kare of her"
"58","Slime Season"," quarterback "," Ninth grade Listen nigga Yeah Gah Ninth grade, quarterback, Washington High When you in the trap, all these rules apply Keep it in your lap, not to the side End up successful, all your cars glide Breathe easy, bitch I might just teach ya Not a pleaser, I might Mickey Ds her Top rope, I might John Cena (scene her) Got in a nigga, aye, no meal Momma duck eating good, like she ‘posed to Spent a dub on my teeth and my golds too Spent a sixty on the bracelet call it old news Spent a dime on the red carpet oh, oh So many black chains on, look like a goatee I pop pills every week Your bitch gon’ suck me, look like she don’t got no teeth She even suck it better than the time she on her knees Bring a Molly, yeah I’ll see I’m smoking pot while you smoke weed Just cause I’m signed, don’t mean treat me (What's brackin'?) Ninth grade, quarterback, Washington High When you in the trap, all these rules apply Keep it in your lap, not to the side Been so successful, all your cars glide Breathe easy, bitch I might just teach ya Not a pleaser, I might Mickey Ds her Top rope, I might John Cena Got in a nigga, aye, no meal Fifty bands on your head, my niggas take the charge All of my niggas one thousand, they get it Your niggas, you flexing, and fraudulent Two bitches with me they ménaging I fuck them, then smash them, put them on the market I make them go cook and they bring me the money back Move in silent like camouflagin' Shoutout Skippa tha Flippa, came up from nickles Green diamonds like a dill pickle Everybody know that I’m in the field Drinking and pouring a double seal Remember the days when I was road runnin' And taking trips across the country just for money You fuck with my squad then they start dumpin' Take the pot and slam dunk it, Tim Duncan Ninth grade, quarterback, Washington High When you in the trap, all these rules apply Keep it in your lap, not to the side Been so successful, all your cars glide Breathe easy, bitch I might just teach ya Not a pleaser, I might Mickey Ds her Top rope, I might John Cena Got in a nigga, aye, no meal These niggas be watching, they speculate Feeling myself but no masturbation I’m 22, rich with no education The world’s gonna end one day, read it in Revelations Good brain she deserve a scholarship The pistol like lighters, you know that I pocket it These bitches be callin’ my phone And I’m making, I’m dabbing And know my diamonds came in from Africa Smoking on Salvia that came from El Salvador Got on my Cartier eating on caviar She be super licking on a nigga Double down FN shooting out missiles Cowards get attention like a nigga when he whistle Them niggas caught you slipping cause you didn’t have a pistol OG gas bag and I flip it like a nickle Two bitches with me nigga, call me Malcolm in the middle Ninth grade, quarterback, Washington High When you in the trap, all these rules apply Keep it in your lap, not to the side Been so successful, all your cars glide Breathe easy, bitch I might just teach ya Not a pleaser, I might Mickey Ds her Top rope, I might John Cena Got in a nigga, aye, no meal Ninth grade I was serving quarterpound Trap rules, nigga scrap, jugging pounds Make them move it like John Cena Catch a nigga bitch while I’m eating Diamonds on my neck, blinging In the phantom of the opera leaning Two double cup got me feigning I dream of genie bitches in bikinis They dreaming for the fettuccine Pull up and drop my top off like Houdini Giuseppe’s on my feet, safari zebras Motor fitted, dabbing in the Lee Sit ya ass down like I’m Beanie Sigel What’s crackin’, crippin’ nigga, twisting fingers Longway and Thugger Jonesboro South demeanour I step in the club with the forty and nina Look at his head call it buzzle bee Smoking OG Moon Rocks mixed with the Diesel Givenchy walking on the stars Look at these bitches, just eat it up Jump on the dick, she gon' skin it up Pull up in a fuckin’ Bentley truck Longway bitch"
"59","Slime Season"," rarri "," Got a Rarri with the engine in the back Every neighbor know a nigga servin' crack Chasing cheese, but I can not be a rat Screamin' free Gucci Mane, no Mack I just finished doin' some business with the hat back I'mma take a nigga head like a snap back I'mma hit her with this wood, no mouse trap Take a five hour rest, ball it cat nap Treat her like a Bentley, take the top up off that bitch I got hoes drinkin' syrup like a waffle on that dick I made all my pockets grow like Pinocchio, lil bitch Either way, money'll grow, just know I'm tryna get rich Baby, I wanna cashout on you in it for my pride Baby, I bought that Audi and I gave it to my mother These niggas, they cowards, they won't even kill each other Even though I got rhymes, I bust shit just like a bubble Hey I ran up my racks and I’m killin em by the day Treat her like she got tatted, she comin' with all that head Not a big fan of acne, but she like it in her face I'm in the West Coast bangin' like I'm in the A Got a Rarri with the engine in the back Every neighbor know a nigga servin' crack Chasing cheese, but I can not be a rat Screamin' free Gucci Mane, no Mack I just finished doin' business with the hat back I'mma take a nigga head like a snap back I'mma hit her with this wood, no mouse trap Take a five hour rest, ball it cat nap I just copped the coupe, it came with twin turbo Diamonds 'round my neck, they singin' like they Kirko Thugger got me swung, got drinkin' all this purple And I got 'em billionaires in my circle So you know I'm bangin' back up in the Rarri I got old money like when I played Atari Counted me a million on my DVD Coca, cocaina, I got recipes Really makin' juggs, I was servin' Cash Money, nigga, I know Birdman I just want the cheddar, I just want the pesos Rich Gang, YSL, came up off that yayo Got a Rarri with the engine in the back Every neighbor know a nigga servin' crack Chasing cheese, but I can not be a rat Screamin' free Gucci Mane, no Mack I just finished doin' business with the hat back I'mma take a nigga head like a snap back I'mma hit her with this wood, no mouse trap Take a five hour rest, ball it cat nap"
"60","Slime Season"," stunna "," I'm a fuckin' stunna Ass big, Hummer Birds, Alge Crumpler Big B, stung 'em bzzzzz Slime, anaconda I became a problem Rollin' OG kush, fungus Know me well, wonder Pull up on a pussy nigga any second Young Thugga thuggin', pussy, Makaveli Left pocket lettuce, right pocket relish 17-5, baby, sell it, Thugga! Hop inside the coupe and drop the roof Cause I'm the mothafuckin' man, you dig? Mama give me head, nut on her brain And then I bought the bitch a brand new wig I'ma pour up mud and now I'm livin' like a pig Signed so many deals I think I got the best sig I can write, I can write Hear no evil, I see no evil I ain't kin to Wayne But I called the bitch and now she my mamacita Big diamonds on me, mothafuckas lookin' like pimples Don't let the fish eye fool you, bitch this a peephole Play with my head, I'll bust your watermelon Pink, I'm movin' slower than a caterpillar I got a hundred thousand hoes, tryna get a million I got a hundred thousand coupes and I don't keep the ceiling I'm almost at the finish and you niggas still beginning I got more money than Martin so I pour up more Remy I just got back from Jimmy Fallon, me and T.I.P. sippin' Four fours, tryna rob, oh no I'm a fuckin' stunna Ass big, Hummer Birds, Alge Crumpler Big B, stung 'em Slime, anaconda I became a problem Rollin' OG kush, fungus Know me well, wonder Pull up on a pussy nigga any second Young Thugga thuggin', pussy, Makaveli Left pocket lettuce, right pocket relish 17-5, baby, sell it 17-5, all my niggas, they gon' ride Complete homicide, I'm a earthling in disguise With a foreign body, diamonds wet with no wires Screw that bitch with no pliers No charger, pussy, die Livin' like a mob boss, pussy nigga no I won't play Nigga can't stand in front of me I got my ice on, bitch ain't nothin' fugazi Vintage swag, nigga, no 80s And I don't speak Creole But them niggas, they gon' look out every time I'm in Haiti I got more money than you and you and you and you and you too I ain't even crippin' but I got a mothafuckin' clue and it's blue Damn, and I want you to guess, nigga But if you're wrong, you gon' get the rest, nigga I'ma put a lot of metal in his chest just like a vest, nigga I'm a fuckin' stunna Ass big, Hummer Birds, Alge Crumpler Big B, stung 'em Slime, anaconda I became a problem Rollin' OG kush, fungus Know me well, wonder Pull up on a pussy nigga any second Young Thugga thuggin', pussy, Makaveli Left pocket lettuce, right pocket relish 17-5, baby, sell it"
"61","Slime Season"," best friend "," Ricky Racks, I see you! Thugger! YSL for life, bitch Yeah fuck you, your momma and everything else Free the GOAT! That's my best friend, that's my best friend, flexin' Big ol' booty bitch missus from Texas, what's next is I'm gon' skeet off, lil nigga come catch me, catch me And that's my bestie, my bestie, my best friend, go best friend Nigga livin' TTG and everything is still on fleek Bad bitch rollin' wit' me, she gon' smile 'cause she on fleek Hundred thousand dollars inside my pants, my shit on fleek Hey-yeah! Yeah Take them boys to school, swagonometry Bitch I'm bleedin' bad, like a bumble bee Hold up! Hold it, hold it, nigga proceed I'ma eat that booty just like groceries Eat on that coochie, lay that bitch down like ""let's do it"" No Tiger, bitch, eat that wood, eat that wood Supplier, bitch, I got pistols, no wood I want them tacos that are Meagan Good Helicopter choppin' with the buzz Stuff them racks inside them if they nudge Bang that other side, nigga curb And my reefer louder than a speaker Yeah my niece is hangin' with The Beatles If you ever find her, better keep her 37 cameras for the sneakers Goin' out like Ox or Beanie Sigel Send a cop, I can't wait to mistreat 'em Forcin' your ho, I can't wait to mislead 'em And beat 'em, they ain't my people That's my best friend, that's my best friend, flexin' Big ol' booty bitch missus from Texas, what's next is I'm gon' skeet off, lil nigga come catch me, catch me And that's my bestie, my bestie, my best friend, go best friend Nigga livin' TTG and everything is still on fleek Bad bitch rollin' wit' me, she gon' smile 'cause she on fleek Hundred thousand dollars inside my pants, my shit on fleek Hey-yeah! Yeah! Let me tell you how I spent a couple hundreds today I done cut back on that lean, I'm on that Hen' and D'ussé Don't do no talkin', when you see him, you better shoot in his face I got a hundred bitches that can't wait to replace Michael Jackson, nigga, Thugger Jackson moon walkin' The S.L.I.M.E. army tool shoppin' Me a horny goat, I'm boolin' at the bull stop No I can't get arrested 'cause I'm talkin' 'bout my necklace I'ma put that bitch in the buck, I'm a dog, let's get stuck My lil' sister Dora, eat them Lucky Charms and give me luck Waddup cuz? Here yo' cup, call my Bloods, bring my bup Your crew suck, don't got bucks, these ain't drugs, nigga That's my best friend, that's my best friend, flexin' Big ol' booty bitch missus from Texas, what's next is I'm gon' skeet off, lil nigga come catch me, catch me And that's my bestie, my bestie, my best friend, go best friend Nigga livin' TTG and everything is still on fleek Bad bitch rollin' wit' me, she gon' smile 'cause she on fleek Hundred thousand dollars inside my pants, my shit on fleek Hey-yeah! "
"62","Slime Season"," power "," We got London on the track First you get that money then you get that power If he turn his nose up, boy he on that powder Now you walk around with 50 in your trousers Diamonds boolin' on my chest, no fuckin' blouser Bitch, I make it rain shower, ya dig that? Ain't no one know a thing about ya, if you zip that Hit 'em with that blocka-blocka, nigga get back Beat that bitty, never crack, dig that, sheesh Before I go without a sack, I swag pack I spoiled my bitch and now she actin' like a brat I met Alex, I know Jimmy, he got racks Bitch I'm bleedin' like a tat Roll it, roll it, for me on ya back Just for show my diamonds yellow like a taxi I'm a cat, I'ma chase all them pussy rats Pussy nigga better not look back Or else I'm killin' 'em, hell yeah, that's a fact sheesh There's blood all on my Timberlands She make a nigga say ""whaat?!"" I swear to God she feelin' 'em She sucked like eight dicks, I call her Octagon First you get that money then you get that power If he turn his nose up, boy he on that powder Now you walk around with 50 in your trousers Diamonds boolin' on my chest, no fuckin' blouser Bitch, I make it rain shower, ya dig that? Ain't no one know a thing about ya, if you zip that Hit 'em with that blocka-blocka, nigga get back Beat that bitty, never crack, dig that, sheesh, sheesh Bitch, I dig it, I eat ice cream with my chickens Bitch, I'm rich just like a Simmons, not Lil Diggy If I got legs, bitch you know I'm gonna get it She got good head, so she welcome to my Bentley Big bid-ness in that big Bentley, Bentley Ridin' 'round with that semi, cuz I know these niggas envy Is you mad 'bout Instagram or how I kick my pimpin'? You keep that Ace of Spades, I'm sippin' I'm a rocket, rocket, I can't stop it, stop it I'm a GTV, boy, bitch I'm poppin, poppin' I need coke, need coke like, ""Where the fuck is papi?"" If you tryna run off, you know we popped your noggin First you get that money then you get that power If he turn his nose up, boy he on that powder Now you walk around with 50 in your trousers Diamonds boolin' on my chest, no fuckin' blouser Bitch, I make it rain shower, ya dig that? Ain't no one know a thing about ya, if you zip that Hit 'em with that blocka-blocka, nigga get back Beat that bitty, never crack, dig that, sheesh"
