"","Album","Song","Lyrics"
"78","Slime Season 2"," hey i "," Get it I think she ready for a kiddy She told me she gon' make me miss her She let me wet her whole lil' ceiling My dick like crack so yeah I'm dealing She gotta love him, Peter Griffin Nut on the front of her head like I'm Eddie Griffin I make it count, I'm a star and she can make a wish I'm going down with her hard till I'm addicted Where the fuck you going girl? I miss you I wanna bang like a pistol I wanna bang like a crip do I'm banging red like soo woo, ooh Brand new rollie I'm living sporty Flood you with gold like a trophy She still the bomb, call her lotus Hey, racks keep me up with that Folger's I'm up, I'm up I might hit 'em with them bucks just in case he got luck This a Crime Mob lifestyle nigga knuck if you buck Just cause I'm in New York with a puck Don't mean you won't get stuck up, up Ay, I might just tell these hoes my secret First I like them red like a demon A purse, every time lil' momma catch me cheating Starburst, I won't eat it unless she creamy I think she ready for a kiddy She told me she gon' make me miss her She let me wet her whole lil' ceiling My dick like crack so yeah I'm dealing She gotta love him, Peter Griffin Nut on the front of her head like I'm Eddie Griffin I make it count, I'm a star and she can make a wish I'm going down with her hard till I'm addicted I, done completed my little mission I, put something in your stomach next to your kidney I, want nothing to do with none of these lil bitches I, want something to do with everything and I'm willing To go to church and ask God there for forgiveness For everything and tell that preacher that I'm gon' remember Him bringing You in my life and that's on my children Fuck all them other hoes talking, they Wendy Williams Now your wrist got ice like December I pour out the paint like Mutumbo I'mma fucking lion like Simba And, yeah my girl ballin' like Kendra I think she ready for a kiddy She told me she gon' make me miss her She let me wear her whole lil' ceiling My dick like crack so yeah I'm dealing She gotta love him, Peter Griffin Nut on the front of her head like I'm Eddie Griffin I make it count, I'm a star and she can make a wish I'm going down with her hard till I'm addicted"
"79","Slime Season 2"," she notice me "," The beat is produced by my nigga Wheezy That's one of my newest engineers... I mean, one of my newest producers I'm high, sorry I pulled up outside in that new big coupe body Benz When I dress myself I'm the topic, yeah the trend Unlike a needle I don't never wanna see the pen Pile all my yays and I better not never see the lens Fresh start, I wanna play, baby Come love a boss, you my babe, baby I'm eatin' like I ain't ate And I'm workin' like a maid Come through, won't you see me with my lenses I'ma trap it, pitch it, I'ma I press it, then I tint it I got falcons in the Honda Civic, I'ma get it I got dolphins in the fuckin' fender and they bending Help me eat Baby don't let me sit here and bleed I got Halloween, trick or treats up my sleeve You can't Future me because she know this me She know this me, she notice me She know Young Thugger Thugger She notice me, she notice me She know Young Thugger Thugger She notice me, she notice me She know Young Thugger Thugger She notice me, she notice me She know Young Thugger Thugger I don't know too many bitches that know I write Hand on me, suck on my dick I'ma pull my dick straight outta my boxers Then she gon' start suckin' like ticks She be the truth when she suckin' that dick And she wanted my milk like a W.I.C She don't play games and she don't go no kids But lil mama say that I'm it Ice is drippin' like a faucet I am hotter than a Taki Fifth pocket, look like a wallet Woah, woah no Kemosabe I got Ms like talkin' Miley And I'm still hot like a pocket Baby girl suck on my balls like a basket Get a nigga out of dental, tragic Lil mama my money stretch like elastic No rubber, I might just use plastic I'm a real boss, I'ma fuck her and leave her in dirt Like a muh'fuckin' Maverick And I got lucky, I'm lucky muh'fucka I might just go play for the Celtics I'ma run up with no helper If I get dealt with, get dealt with Bitch I'm a muh'fuckin' killer Earring bigger than a pillow Eat your main bitch like a Skittle Buy my Burberry at Dillard's Boy you know that you not realer, a thriller Boy you know that you're not built like that Hit you with 3 like Reggie Miller Mama askin' how he kill like that Big old body Benz She wanna fuck me in my big old body Benz She need to suck me in my big old body Benz I won't stop and I won't end I swear, I promise I pulled up outside in that new big old body Benz When I dress myself I'm the topic, yeah the trend Unlike a needle I don't never wanna see the pen Pile all my yays and I better not never see the lens Fresh start, I wanna play, baby Come love a boss, you my babe, baby I'm eatin' like I ain't ate And I'm workin' like a maid"
"80","Slime Season 2"," all over "," Swag all over my body all on my shoes Aayy, eh, eh Killin', I'm killin' these niggas, I'm breaking that news Aayy, ayyy Swag all over my body all on my shoes You know Metro higher than a mountain where my dew Ay, I got swag all on my motherfucking shoes You know I got swag all on my motherfucking shoes Bumbaclot pass me the rock Ayyy, thug life like Pac Ayyy, 32 rounds in that Glock Bumbaclots, state trooper tried to catch a nigga with the Glock Tell 'em mind they business bitch I'm tryna run a shop Pussy nigga going loose lips so I bought a mop Anytime they come down at me I get to first like I had to stop Take me a trip to Colorado to smoke moon rocks No way, no way No way, she can't leave me You can't leave me She's not from Georgia but she a peach Swag all over my body all on my shoes Aayy, eh, eh Killin', I'm killin' these niggas, I'm breaking that news Aayy, ayyy Swag all over my body all on my shoes You know Metro higher than a mountain where my dew Ay, I got swag all on my motherfucking shoes You know I got swag all on my motherfucking shoes I'm swagging from head to toe buzzin' I got so much weed in my blunt I could make a fucking mullet You lil' niggas are fake actors we just call ya puppets I don't move unless it's about money, I jump like ribbit Rabbit, rabbit, bitch I'm jumping like ribbit And I'm twice as green, ya dig? I got hella kids, ya dig? And they roll my weed, ya dig? Aayy, ya dig? Ya dig? Do ya dig? Swag all over my body all on my shoes Aayy, eh, eh Killin', I'm killin' these niggas, I'm breaking that news Aayy, ayyy Swag all over my body all on my shoes You know Metro higher than a mountain where my dew Ay, I got swag all on my motherfucking shoes You know I got swag all on my motherfucking shoes"
"81","Slime Season 2"," twerk it "," Thugger, baby, ahy, ahy I ain't goin' back and forward with 'em bro You, know what I'm sayin'? Ayy, ayy, ayy, ayy Girl, girl, twerk it for me baby Twerk it for me baby, twerk it for me baby Twerk it for me lady Twerk it baby, twerk it Baby twerk it, you better twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it I'm in the kitchen just wrappin' I'm rappin' on bill like a motherfuckin' cypher I'm in the city, I got some lil bad hoes, they gonna pull up like a diaper If I'm ever gettin' mad man I swear I need only one shot like a sniper I'mma hit it from the back cause she told me that I was on fire like a lighter This is the sequel and I am so drowned in his ice like a motherfuckin' penguin I can't respect you cause you like my son, I just might name you Phoenix I said again baby, I'm livin' cold Plus I keep scraps for my heater I be King Slime cause I'm wipin' your nose Creep up in grass like a creature Pass that lil bitch to my whoadie, my whoadie I pass that lil bitch to my broadie I care that lil bitch down back at the concert and I just might make 'em show it Livin' it up man, I'm livin' so worry and I feel free like a birdie Told that lil baby do not get discouraged get in the room and start twerkin' Girl, girl, twerk it for me baby Twerk it for me baby, twerk it for me baby Twerk it for me lady Twerk it baby, twerk it Baby twerk it, you better twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Show me what you worth, baby Show me you deserve, baby Baby girl show me what you need I'm gonna help you succeed Climb in that cat like a lion I'ma mix this shit up like a liger I got drugs, I'm a well known supplier I got a viper not made out of fiber Ayyyy, skrrt, skrrt, skrrt, skrrt Shot to the head: goodnighter Gamblin' all night got my whole body sore no diner Thugger got pure coke, I snort it Every ho I fuck I make sure they go through my brother All these pussy nigga pies, I'm callin' 'em custard She want my hot dog with extra chili no usher She want Thugger Girl, girl, twerk it for me baby Twerk it for me baby, twerk it for me baby Twerk it for me lady Twerk it baby, twerk it Baby twerk it, you better twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Twerk it, twerk it, twerk it, twerk it Show me what you worth, baby Show me you deserve, baby Baby girl show me what you need I'm gonna help you succeed"
"82","Slime Season 2"," phoenix "," Thugga, baby I won't move without my gun, yeah And it's cause I'm the one She wanna fuck my charms Hell yeah But I never told her that I wanna be with her And I never told her that I wanna sleep with her And I never told her that she gonna eat with me Only thing I told the girl is she could bleed with me If she don't like it she don't see it And she soft I call her Tempur-Pedic And I can work magic like a genie You can have my son, no Phoenix Ay, lil momma showing me she don't play And she never diss her old boy, no way And I never told her nothing bout bae And every time I leave she want me to stay But she just don't know how to say And that's deep but I could say Anything I want, I run the day, whoa Hand her my taste, cum on her face Drank all her waste, okay, mush it not beat it Hakuna Matata I need it,I am a Mufasa genius Baby come fuck for no reason I am the opposite, I'm so the opposite B I'm the opposite baby I know some Haitians and they cookin' babies, um, ay I meet the momma and meet the grandmomma when I wanna fuck the lil' lady She ran my water then cook all my food now I feel like I done fucked a waiter I won't move without my girl, yeah And it's cause I'm the one She wanna fuck my charms Hell yeah But I never told her that I wanna be with her And I never told her that I wanna sleep with her And I never told her that she gonna eat with me Only thing I told the girl is she could bleed with me If she don't like it she don't see it And she soft I call her Tempur-Pedic And I can work magic like a genie You can have my son no Phoenix Started from the top then I fucked her little bottom I'ma nut on her booty she a Prada I'm on her institution now I got on my goggles Baby girl get on my boat no Nautica, whoa Grab that dick eight fucking ways like a motherfuckin' octopus I'ma fuck that lil bitch and listen to 2Pac Call the lil bitty bitch when I wanna do her Baby girl I'm hood rich and I put my crew up Leave that bitch in a ditch and they wanna sue us She's a barber, the bitch saying her crew cut Put my dog in your poo butt Laying down law with my Russians No stomach, came out the gutter Where the hell I'll be without my baby When she send me pictures everything's the latest I wanna fuck her without raping And she'll pull up on you, no baby I won't move without my gun, yeah And it's cause I'm the one She wanna fuck my charms Hell yeah But I never told her that I wanna be with her And I never told her that I wanna sleep with her And I never told her that she gonna eat with me Only thing I told the girl is she could bleed with me If she don't like it she don't see it And she soft I call her Tempur-Pedic And I can work magic like a genie You can have my son no Phoenix"
"83","Slime Season 2"," i ll tell you what "," Dance, dance Jewelry, dance Hublot, three in the country Me, Bird and Wayne, that's a lot of paper I told her I want boneless chicken like a egg (Racks!) Fuck nigga play with my presies, they end up dead I spent a mil on her budget cause I'm not scared Got silky hair like a mullet, I want that head I don't know why, I don't know why, I don't know what? These bitches draining everything out of my nuts I fix your face by putting this dick in your lil butt, yeah Made an appointment to get this hoe out my head I got all five of her friends inside of one bed Bitch I'm attracted to your plug like I'm a fed All of these bitches rea-dy I'll tell you what, I'll tell you what, I'll tell you what Bitches jump me and I tell that hoe to help my buzz I don't got no reason to be cheating on that lil girl (fuck her) Stop it, I'm just kidding, I get new hoes by the month I get agitated, you decapitated I'm too educated to be 'round here hating I build up my acres like a landscaper Molly put me to sleep and a Xan awake us I'm different so I told her I want boneless chicken like a egg (Racks!) Fuck nigga play with my presies, they end up dead I spent a mil on her budget cause I'm not scared Got silky hair like a mullet, I want that head I don't know why, I don't know why, I don't know what? These bitches draining everything out of my nuts I fix your face by putting this dick in your lil butt, yeah I want cheese, I'm not talking Stuart Little Drop top, parking lot pimping with all my niggas Bullet never stop and I paint it call that my nigga Top or bottom bunk with a thousand on a flock I bought a Bentley with the top off for my baby, nigga I bet 100,000 one day, now I'm actin' bitter I fucked that bitch one night and moved to see her baby, nigga I'm smoking purple and banana like a Laker, nigga Fuck in the car wash, I can wet it up myself Got me stuck on first base, I can't take no other step She gon' treat me good without crutches, I need her help Don't wanna be the odd ball by myself I'm different so I told her I want boneless chicken like a egg (Racks!) Fuck nigga play with my presies, they end up dead I spent a mil on her budget cause I'm not scared Got silky hair like a mullet, I want that head I don't know why, I don't know why, I don't know what? These bitches draining everything out of my nuts I fix your face by putting this dick in your lil butt, yeah"
"84","Slime Season 2"," mind right "," Aye my brother said he can phone off I'm like, ""Nigga which one, nigga? Got bout five or six of them bitches bro"" And he can't even hear fool Know what I'm talking bout Got my mind right, now I run through the streets I might take flight, don't care if it's he or she I might make it, Mayweather, just like TMT, ya' digg? And I got Deaf Greg with me Got my mind right and go got it Got my mind right and go got it Got my mind right and go got it Got my mind right and went got it Got my mind right and went got it Got my mind right, you ain't got it Got my mind right, you ain't got it Got my mind right, got it Got my mind right and I swear I went ran up my money I swear to God man I ride with that tommy I roll out the pound, not an onion I swear to God man my diamonds they come from New York and yo shit looking sunny You come with them Backwoods that shit better be wrapped up like muhfucking mummy My brothers on bitches, my brothers on bitches We catch em and cut them lil bitches I ride with the semi, my money's no midget Got pints and my muhfuckin' reefer Got ‘scale on my plane and it came cross that water I locked up the safe but it's not out of order Bitches they wan' know what's popping, they know that if I pop it they know that she droppin' Come off the top like Eddie Hardy, and they know I bang red like a flower I'm not a christian, I don't go to church, but my front pockets look like a Bible Comin' up listenin' to my raps, I knew I needed one shot like a sniper Got my mind right, now I run through the streets I might take flight, don't care if it's he or she I might make it, Mayweather, just like TMT, ya' digg? And I got Deaf Greg with me Got my mind right and go got it Got my mind right and go got it Got my mind right and go got it Got my mind right and went got it Got my mind right and went got it Got my mind right, you ain't got it Got my mind right, you ain't got it Got my mind right, got it Go and get it just to say you did it My brother deaf, but he moving pigeons Ya' dig what I'mm saying, yeah freaky dig it I really wanna meet her no damn ticket I would love to meet her, I would love to meat her I would love to feast her, I would love to eat her I would love to treat her, I would love to trick her Yeah, all of the above no pistol This shit is serious, Brian Nichols She so delirious, now I miss her I'm slick the bomb like a damn missile Bubble gum booty delicious She got her tongue pierced It's a done mission I'm on a Dom Pérignon mission Leave a pussy nigga soul lifted Geeked out, get my toes pierced Ri-ribbit like a toad listening Big nose pinocchio bitch IPhone, she cordless I got big diamonds in my watch Newer Flava Flav clock Be the first nigga cop that drop then pull straight up to the block (scrr scrr) Got my mind right, now I run through the streets I might take flight, don't care if it's he or she I might make it, Mayweather, just like TMT, ya' digg? And I got Deaf Greg with me Got my mind right and go got it Got my mind right and go got it Got my mind right and go got it Got my mind right and went got it Got my mind right and went got it Got my mind right, you ain't got it Got my mind right, you ain't got it Got my mind right, got it"
"85","Slime Season 2"," go crazy "," Yeah We got another one Let me tell you I can't trust these bitches I can't trust these niggas Boot me up, boot me up I can't trust a falcon I can't trust a chicken so just Boot me up, boot me up I'm a nigga goin crazy Watch a nigga go crazy She watching me go crazy Watch a nigga go crazy She watch a nigga go crazy Watch a nigga go crazy She watch a nigga go crazy Why watch a nigga go crazy, baby Why watch a nigga go crazy? Goddamn take these drugs from me Goddamn take away this ache, I-I meant that Act Goddamn girl have my back Even though my money taller than Shaq Even though we just left Old Nat's Lil' baby just walked in on me Lotta snakes they walkin' in on me Big banks not out the end homie Got a bad bitch and she want me Take the molly away, I can't listen I won't show it, but the drank got me slippin' Perc's made me beat on her, no whippin' But the molly make me shine like P. Diddy I been... geeked out my mind since I was Like 14 years old I know she the best, I trained the bitch to go And wipe a lil' nigga nose Girl you know I... Love you a lifetime I can't tell you ""Bye"", but You tell me ""Bye"" all the time I can't trust these bitches I can't trust these niggas Boot me up, boot me up I can't trust a falcon I can't trust a chicken so just Boot me up, boot me up I'm a nigga goin crazy Watch a nigga go crazy She watching me go crazy Watch a nigga go crazy She watch a nigga go crazy Watch a nigga go crazy She watch a nigga go crazy Why watch a nigga go crazy, baby She watch a young nigga go crazy Out here in these streets She watch a young nigga get rich And I started on E I don't know why she been Stayin' down with me I'mma eat it from the start Until the end I just bought some brand new spots And some cars for my momma and them Yo' bitch get in front of them Yea, I'mma Bick Back wit Stunna and them I got hoes all on my timeline Talkin' bout fuckin' and suckin' She know if she want this limelight Suck on 12 like a dozen My ho pockets full, it look Like her legs rubbin' Yea she got the feds covered Versace, she bed-hunting This bitch know im bread-running I done spend 50 thousand on teeth, she ain't said nothin' I can't trust these bitches I can't trust these niggas Boot me up, boot me up I can't trust a falcon I can't trust a chicken so just Boot me up, boot me up I'm a nigga goin crazy Watch a nigga go crazy She watching me go crazy Watch a nigga go crazy She watch a nigga go crazy Watch a nigga go crazy She watch a nigga go crazy Why watch a nigga go crazy, baby"
"86","Slime Season 2"," pull up on a kid "," I know all my whips are foreign, I know all your bitches borin' I know I gained me some weight when I was tourin' Fresh and clean like a new born, I wet that bitch and then wet yours I ride that beat with no insurance, what you tell 'em Thugger? Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, baby pull up on a kid (Skrr, skrr) Pull up on a kid (Pull up, pull up, pull up, pull up) Pull up on a kid (Pull up, pull up, pull up, pull up) You need to pull up a on kid, yeah, yeah, yeah, yeah, yeah (YSL, Thugger, Thugger, baby) Ooh she bad, damn she bad, yeah she bad, yeah Michael Jackson, Freddy Jackson check my jacket, yeah Balmain jeans, extended tee, that my swag, yeah Bad bitch, know I'm loaded, so they taxing, yeah Write it off, hold it, make her come back like she owe me She know it, I tapped on that ass and she turn around and show it Oh lord, moved down to Miami now she think she's Zoeing They know her they taught her they showed her Fresh as a peppermint, threesome like sandwiches Almost couldn't handle it, I don't establish it Popping these Xannies and Percs, I'm dranking that lean and I'm smoking that good Told that little bitch I want to see her topless just like a hood Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, baby pull up on a kid (Skrr, skrr) Pull up on a kid (Pull up, pull up, pull up, pull up) Pull up on a kid (Pull up, pull up, pull up, pull up) You need to pull up a on kid, yeah, yeah, yeah, yeah, yeah OG, yeah, yeah, yeah Ohh, green, green Ha! Slatt, yeah, yeah Clean, clean, yeah I'm back, where I motherfucking left that Minor setback for a major fucking comeback Rap the fucking show, rock and roll, this a death trap Playing with my slimes, you won't make it out the exit Mr. Brazy Hoe (hoe), Mrs. Brazy Hoe (hoe) Anybody get it, eenie-meenie-mo' I'm the same nigga used to pull up on the mail truck If you ask me, it feel good Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, pull up on a kid Pull up on a kid, baby pull up on a kid (Skrr, skrr) Pull up on a kid (Pull up, pull up, pull up, pull up) Pull up on a kid (Pull up, pull up, pull up, pull up) You need to pull up a on kid, yeah, yeah, yeah, yeah, yeah"
"87","Slime Season 2"," up "," Southside on the track, yeah Yeah Back to back Ooh, ooh Yee! I take molly and go up (up) We take coke (and what?) we go up (go up) We got hoes (bitches) it's 'bout to go up (ooh) You playin' with smoke (brrt), it can go up (it can go up) It can go up (yee-hee), it can go up (yee-hee) It's up (say what?), it's up (ayy) It can go up (yee-hee), we can get up (yee-hee) Let's go up (yee), let's go up (yee) Hundred racks on me right now What the fuck is you talkin' 'bout, lil' bitty bitch? I got bitches tryna fuck me, tryna suck me Tryna meet me, I don't need money, they're rich I got a couple little bitches I done bought a Patek I'ma put a couple more in their tip Bless her hips (oh), them bitches dip (oh-oh, yeah) I just got a ghetto ho to better ho, another ho I'm ridin' 'round Mexico with litty Pull up to your hood wit a busted up brick We ain't playin' 'bout our stuff, big killin' (yeah) I just got a king size box of red bottoms I done spent a hundred racks on bitches Surf jet just bought me a seal Act', I don't need bubblegum or nothin' (uh-uh) I just got a real pint of Actavis We don't need no bubblegum or nothin' (yeah) I just got a real pint of Act' We ain't need bubblegum or no-nothin', yeah, uh Kibbles 'n Bits my dog 'cause we German, uh I just twisted a Backwood, I think it was sherbet (let's go) Yee-hee, Goyard ('yard) Yee-hee, let's have a money war (yah) Yee-hee, see me hidden in the dark (yah) Yee-hee, my niggas, we lovin' this war (My niggas, we lovin' this war) Yee-hee, I forgot about superstardom (yeah, yeah) Yee-hee, I take my dog's charge (yeah, yeah) Yee-hee, make me pull your dog card Yee-yee, and the 'ting go bad up (yee) I take molly and go up (up) We take coke (and what?) we go up (go up) We got hoes (bitches) it's 'bout to go up (ooh) You playin' with smoke (brrt), it can go up (it can go up) Let's go up (let's go up), we can go up (we can go all the way up) We can go up (yeah, we can go up), we can go up (yeah, we can go up) We can go up (let's go up), we can get up (we can go all the way up) Let's go up (yeah, we can go up), let's go up (yeah, we can go up, woah) Fuck your bitch for my brunch (woah, woah, what?) Go to Paris for lunch (let's go, yeah) Smokin' that gas like a skunk (skunk), got a camel, no hump (Lil Uzi) Nigga, don't talk greasy (don't talk), better believe me (better believe me) You know I stay where the cheese be, bitch, I'm a star like a Ouija I did not mean to get creepy, diamonds, they wet, need a squeejee (squeejee) You know I be where the dawgs at, we know you hang where the fleas be (eww) Automatic where my keys be, I need that shit Puerto Rican She suck my dick and she leakin', just livin' my life and it's easy (okay) She put her knees where my feet be (alright), I need a whip that got three seats (yeah, yeah, yeah) Have a threesome, yeah, that's all week (yeah, yeah, yeah) Don't want them hoes, yeah, they all weak (yeah, yeah, yeah) Have a threesome, yeah, that's all week Don't want them hoes, yeah, they all weak Pitch the rock just like a floater, diamonds colder like a boulder Canary look like Corona, heard you own her, well I stole her Well at least I'm just a loner, smokin' gas, bitch, I'm a stoner He want my swag, he's a cloner, look at my pocket it's big, gettin' swoler I do not like her, so I can't promote her Whippin' them babies then leave it in strollers You know she treat the Molly like the coca Let's go up We can go up, we can go up We can go up, let's go up We can go up, we can go up Shh, shh, Scotty, look at this dead man, shh, shh Come on, we gotta put him in a trash can (come on) I'm 'bout to run, I was just on a Xanny Don't give no fuck, I got a prostitute Granny I got some girl, and that shit stuck in my vein (yeah) I'm in a coupe, 'bout to be switchin' the lane (yeah) I got a girl meetin' me right when I land (yeah) I made it clear, I'ma look out when I can (yeah) Thank you, my brother, thank you, thank you, pardon me (pardon me) Thank you, thank you, thank you, thank you for remainin' the same ('mainin' the same) Wastin', wastin', tryna intercept a ho, you a lame Money callin' and I'm reachin' out every rate (yee) I take molly and go up (up) We take coke (and what?) we go up (go up) We got hoes (bitches) it's 'bout to go up (ooh) You playin' with smoke (brrt), it can go up (it can go up) It can go up (yee-hee), it can go up (yee-hee) It's up (say what?), it's up (ayy) It can go up (yee-hee), we can get up (yee-hee) Let's go up (yee), let's go up (yee)"
"88","Slime Season 2"," bout time "," We came a long way and that's why I say Bout time, bout time, bout time, bout time, bout time Bout time, bout time, bout time, bout time, bout time Bout damn time, I swear to God God damn time, ayy I done ran that money up, bout time I used to stack a five, now I'm stacking dimes I don't care if none of y'all ain't my kind Your watch cost 5000, you wasted your time And I'm finished, why you still at the line? If you ain't Damu nigga, you must be blind And I ain't turning down, turn down for what? I'ma turn up every time, every time Every time, every time I cop a ten thousand pimp belt I told the bitch she gotta suck and fuck Ooh, in front and back and make her double nut Wrapped up in towel, got out my cat plug I swear to God she wetter than a tub I supply real niggas and they show me love I fuck three, four hoes every time I'm in club Crack pack count, I gotta see these fucks Mommy wassup? No gives, I got kilos She'll cook up a four I wanna be that nigga, my Denali truck stand tall I can't even see these niggas If I wanted to I still couldn’t see these niggas Bout time, bout time, bout time, bout time, bout time Bout time, bout time, bout time, bout time, bout time Bout damn time, I swear to God God damn time, ayy I came from the bottom, bout time, yeah I know these niggas want fuck with me, bout time I'm a footballer bitch, for a long time Came from smoke in the cup, quite a long time, yeah These bitches know I wanna fuck 'em all Young Money shit These bitches know they come round me with no drawers (Cause what?) I'm on that horny shit This that horny shit, I don't care, I got horns bitch A capella now, I'ma beat your fucking clique I might mail this shit, I won't never tell no bitch All my bitches thin and brown, this that pretzel shit Miss Chelle, Miss Chelle She got bumps and rumps all over BB I buy her CC, then I turn that shit to BB I'm like feed me, feed me, feed me I don't wanna eat ye Bout time, bout time, bout time, bout time, bout time Bout time, bout time, bout time, bout time, bout time Bout damn time, I swear to God God damn time, ayy It's bout time bitch He ain't have nothing to say nigga Ain't going back, nigga I drank pints a day, bitch Loaded, ay"
"89","Slime Season 2"," flaws "," I be the Thugga Who are you? I don't know, I don't know Ay, ay Rosé goin' right inside the kitchen I might be a lame if I don't pay that ho tuition I find out like two weeks ago that I was pimp I don't stack that shit by the four ‘cause I’m not a shrimp Man I do it, put that shit on everything she know I do it Fuck that work I might not do it (sike!) Like my daddy or the school, I might listen to it My clothes they by Elizabeth Taylor baby Fuck on your lil bitch and get to moving with the skaters baby I can go around the bitch like equators baby And I feel free like the mothafuckin' nature baby That lil bitch fit the description like a blazer baby And she from L.A. just like the mothafuckin' Laker baby Imma fire shots off like I know Brian Nichols I just might ride or die for my niggas They talkin' life sentence I'll try with my niggas And I will beat trial with my niggas How you gon' eye my niggas? Tell me, how you gon' try my niggas? How you goin' back and forth ‘bout my niggas? Flaws and all my nigga Flaws and all, fell in wit my dawgs Flaws and all, even with my paw Versace drawers for your broad Flaws and all Rosé goin right inside the kitchen I might be a lame if I don't pay that ho tuition I find out like two weeks ago that I was pimp I don't stack that shit by the four ‘cause I’m not a shrimp Man I do it, put that shit on everything she know I do it Fuck that work I might not do it (Psyche!) Like my daddy or the school, I might listen to it Tell me how you see a nigga take the spots, and knock a nigga straight off his spots I mean how the fuck you think you gon beat the Thugger Defeat the Thugger, Don’t bleach Young Thugger I mean how the fuck, you’ll need the Thugger You’ll please the Thugger, you’ll eat the Thugger No leasing Thugger, yeah, No leasing Thugger The bitch so clean it's a shame no one love her Yeah, never love these bitches When I ran my' money up I started duckin' these bitches She eat the dick so much, I ain't never seen the bitch in the mofuckin' kitchen Baby I love you, in a house full of grown folks, baby I love you Swear to God, you my bread & butter You can get my all if the Feds destroy us I'ma keep my feet in these streets Like a “d” we can go straight overseas Put purple in my brain just like a leaf If the bitch got class, yea she can come with me I ain't gotta tell these hoes, they know I’m prince of the city I just might pull up with bad bitches and take em to the trenches Rosé goin right inside the kitchen I might be a lame if I don't pay that ho tuition I find out like two weeks ago that I was pimp I don't stack that shit by the four ‘cause I’m not a shrimp Man I do it, put that shit on everything she know I do it Fuck that work I might not do it (Psyche!) Like my daddy or the school, I might listen to it Flaws and all, fell in wit my dawgs Flaws and all, even with my paw Versace drawers for your broad Flaws and all"
"90","Slime Season 2"," oh lord "," Oh lord, oh lord Oh lord, oh lord Oh lord, oh lord Oh lord Oh lord, oh lord Oh lord, oh lord Oh lord, lord, lord Oh lord, lord, lord Oh, find me, oh lord They need to free me, aye Oh my, oh lord Like I just seen a whole key Diamonds work magic like a genie Expensive, my fabric, don't need it Your bitch, she got a butt-head, Beavis You know I'm kickin' shit like Feely I really want your cat, no kitty If i ain't talkin' to you, no speakin' You know a nigga Slime like the deacon So, I'm only fucking you for the weekend She said she need a hundred just to begin Shawty wet, but she ain't a sea fish Niggas stand in line for the pretest Oh lord, oh lord Oh lord, oh lord Oh lord, oh lord Oh lord Oh lord, oh lord Oh lord, oh lord Oh lord, lord, lord Oh lord, lord, lord Make your girl gimme that turtle neck Stomach flat like ""where that girdle at?"" 100K can't fit where your purses at Hundred bill come through the mail like where them purses at? Hundred bitches boolin' on the dock I done spend two hundred on the clock Don't think I'm a jay when I wear rocks Minks on the floor, I ain't need no socks They wanna take it there They wanna what? What they want? They wanna take it there Come on, come on already Oh lord, oh lord Oh lord, oh lord Oh lord, oh lord Oh lord Oh lord, oh lord Oh lord, oh lord Oh lord, lord, lord Oh lord, lord, lord"
