"","Album","Song","Lyrics"
"25","​beerbongs & bentleys"," over now "," Ahahah, yeah (Yeah, yeah, yeah) When you leave me, make me jump up off my roof Didn't faze you, would've given you the moon Even after everything that we've been through I ain't never met nobody like you Why you always tryna tell me that it's cool? Need to quiet 'cause you never tell the truth Felt like ballin' was the only thing to do Trade my woman for some diamonds and a coupe When she's comin' for my heart, it feels like Armageddon I'ma turn the tables, promise you will not forget it Won't apologize, don't give a fuck if you're offended No discussion, yeah we gotta go our separate ways Won't take me down in flames I don't even wanna know your name Watch how everything is gonna change, yeah, ayy I'ma pull up in a Bentley With a fuckin' hunnid thousand in my pocket, yeah, yeah I'ma pull in, swang my door open Stuntin', knowin' everybody watchin', yeah, yeah And help another bitch out the whip And I don't give a fuck if you don't like it, yeah, yeah Just to show you that it's over It don't matter what you gotta say about it, yeah I'ma put that bitch pussy in a motherfuckin' bodybag So you know that I'm never ever coming back You kept your heart on the counter in a Prada bag I used to never ever want to see the light of day, yeah I was an idiot Beggin' on my knees onto the floor Now, I don't even want you anymore, anymore It's over now It's over now, yeah, yeah, yeah, ayy Feels like a knife in my throat, you treat this like it's a joke I bet you've done this before, I ain't surprised, yeah I wasn't tryna let go, but you'll know why when I'm ghost I hope you wind up alone, dead in my eyes, yeah Ain't religious, only Christian when it's Dior Only prayin' for the Amex and the gold You ain't stop me, no, you only was a detour Tried to drive me crazy, you ran out of road When she's comin' for my heart, it feels like Armageddon I'ma turn the tables, promise you will not forget it Won't apologize, don't give a fuck if you're offended No discussion, yeah we gotta go our separate ways Won't take me down in flames I don't even wanna know your name Watch how everything is gonna change (is gonna change), yeah, ayy I'ma pull up in a Bentley With a fuckin' hunnid thousand in my pocket, yeah, yeah I'ma pull in, swang my door open Stuntin', knowin' everybody watchin', yeah, yeah And help another bitch out the whip And I don't give a fuck if you don't like it, yeah, yeah (I don't give a fuck) Just to show you that it's over It don't matter what you gotta say about it, yeah (what you gotta say about it) I'ma put that bitch pussy in a motherfuckin' bodybag (in a bodybag) So you know that I'm never ever coming back (never coming back) You kept your heart on the counter in a Prada bag (in a Prada bag) I used to never ever want to see the light of day, yeah I was an idiot Beggin' on my knees on to the floor (to the floor) Now I don't even want you anymore, anymore It's over now It's over now (It's over now)"
"26","​beerbongs & bentleys"," psycho "," Damn, my AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Come with the Tony Romo for clowns and all the bozos My AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Don't act like you my friend when I'm rollin' through my ends, though You stuck in the friend zone, I tell that four-five the fifth, ayy Hunnid bands inside my shorts, DeChino the shit, ayy Try to stuff it all in, but it don't even fit, ayy Know that I been with the shits ever since a jit, ayy I made my first million, I'm like, ""Shit, this is it,"" ayy 30 for a walkthrough, man, we had that bitch lit, ayy Had so many bottles, gave ugly girl a sip Out the window of the Benzo, we get seen in the rent' And I'm like ""Whoa, man, my neck so goddamn cold” Diamonds wet, my t-shirt soaked I got homies, let it go, oh My money thick, won't ever fold She said, ""Can I have some to hold?"" And I can't ever tell you no Damn, my AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Come with the Tony Romo for clowns and all the bozos My AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Don't act like you my friend when I'm rollin' through my ends, though The AP goin' psycho, my Rollie goin' brazy I'm hittin' lil' mama, she wanna have my babies It's fifty on the pinky, chain so stanky You should see the whip, promise I can take yo' bitch Dolla ridin' in an old school Chevy, it's a drop top Boolin' with a thot-thot, she gon' give me top-top Just one switch, I can make the ass drop (Hey) Ayy, take you to the smoke shop We gon' get high, ayy, we gon' hit Rodeo Dial up Valentino, we gon' hit Pico Take you where I'm from, take you to the slums This ain't happen overnight, no, these diamonds real bright Saint Laurent jeans, still in my Vans though All VVS', put you in a necklace Girl, you look beautiful tonight Stars on the roof, they matching with the jewelry Damn, my AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Come with the Tony Romo for clowns and all the bozos My AP goin' psycho, lil' mama bad like Michael Can't really trust nobody with all this jewelry on you My roof look like a no-show, got diamonds by the boatload Don't act like you my friend when I'm rollin' through my ends, though"
"27","​beerbongs & bentleys"," better now "," You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh I did not believe that it would end, no Everything came second to the Benzo You're not even speakin' to my friends, no You knew all my uncles and my aunts though Twenty candles, blow 'em out and open your eyes We were lookin' forward to the rest of our lives Used to keep my picture posted by your bedside Now it's in your dresser with the socks you don't like And I'm rollin', rollin', rollin', rollin' With my brothers like it's Jonas, Jonas Drinkin' Henny and I'm tryna forget But I can't get this shit outta my head You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh I seen you with your other dude He seemed like he was pretty cool I was so broken over you Life it goes on, what can you do? I just wonder what it’s gonna take Another foreign or a bigger chain (bigger chain) Because no matter how my life has changed I keep on looking back on better days You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh I promise I swear to you, I'll be okay You're only the love of my life (love of my life) You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh"
"28","​beerbongs & bentleys"," ball for me "," Uh-uh-uh-uh-uh-uh, ball for me Baby, could you? I got too much on my mind right now (oh-oh-oh) I ain't got the time to get you Saint Laurent now Could you? I got too much on my mind right now (oh-oh-oh) Time to hit Rodeo, give my baby 30 thou' Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah I'm on the road, I'm gettin' paid, like what you want, baby? (What you want, baby?) You're bougie, baby, but I love you, baby, give you the world, baby (you the world, baby) Paid five grand for a handbag, that's Saint Laurent, baby (Saint Laurent, baby) Damn, you love that money, baby (oh-oh-oh) Hunnid thousand plus hunnid thousand, my whip (my whip, my whip) 30 thousand plus 30 thousand, my wrist (my wrist, my wrist) We got alcohol, plus bad bitches, that's lit (that's lit, that's lit) I swear, baby, we was just kissin', that's it (that's it, that's it) (oh-oh-oh) How could I forget the shit that you done done for me? (For me) Baby gonna take the charge and take the fall for me (for me) Would love to take you shoppin', but girl, I'm in Europe tourin' Sorry, lil' mama, I can't give you more Baby, could you? I got too much on my mind right now (oh-oh-oh) I ain't got the time to get you Saint Laurent now Could you? I got too much on my mind right now (oh-oh-oh) Time to hit Rodeo, give my baby 30 thou' Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Yo, gotta hit him on the jack When you comin' back? Where is you at on the map? Everything is intact Coulda been a seamstress, still wouldn't cut him slack Pretty much, ain't got a clue Itty bitty piggyback off everything I do But I'm still droppin' jaws Got 'em lookin' like James Harden at the awards (oh-oh-oh) Back to you, I'm so into you For real, breh like I'm kin to you If you a 10, I add 10 to you They be mad when I tend to you That's what the bae like Call me Buffy 'cause that's what I slay like These bitches, I son 'em like it's daylight These niggas wanna know what it tastes like What it tastes like, yo, what it tastes like, yo They wanna know what it tastes like, yo All this ice, it should taste like snow Get kimonos and let's fly to Tokyo Pretty, pretty please baby, won't you cop this for me? Uh Baby, could you? I got too much on my mind right now (oh-oh-oh) I ain't got the time to get you Saint Laurent now Could you? I got too much on my mind right now (oh-oh-oh) Time to hit Rodeo, give my baby 30 thou' Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me (what it tastes like) Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah Oo-oo-oo-oo-oo-oo-oo-oo-ooh, ball for me (what it tastes like) Oo-oo-oo-oo-oo-oo-oo-oo-ooh, b-ball for me, yeah"
"29","​beerbongs & bentleys"," otherside "," I been waitin', wide awake for the waves to come and take Take me right to you One hundred bottles of the good shit couldn't even bring you back What am I to do? Feel like I'm circlin' a drain, all I see is the remains of an ugly truth (of an ugly truth) One hundred models I could follow all the way to hell and back, but they can't replace you (they can't replace you) Oh, oh, oh, ohh Oh, oh, oh, ohh Oh, oh, oh, ohh, ohh Oh, oh, oh, ohh Oh, oh, oh, ohh Oh, oh, oh, ohh Oh, oh, oh, ohh, ohh I was puttin' on for you like a jersey What I didn't know then couldn't hurt me Never thought that you'd go and do me dirty Left me in the cold, but on the inside I was burnin' But that's just the way it goes Wish that I could have control Everybody dies alone (And I ain't dead yet) Say my prayers, but I lost faith a long time ago (a long time ago) Dream nightmares I guess we're gettin' used to losin' hope (guess we're losing hope) I don't even wonder why you don't answer when I call your name Are you on the other side? Will you save us? Or will you run away? I'm still waitin', wide awake for the waves to come and take Take me right to you (take me right to you) One hundred vials of denial, I know they won't bring you back What am I to do? (What am I to do?) You’re my alibi and motive when I'm lyin' to myself, what an ugly truth (what an ugly truth) We’re no strangers to the flame We will never be the same if we make it through (and we can make it through) My back is up against the wall But I used to feel invincible Yeah, it was us against the world But somehow, someway, the tables turned I remember back then Played my cards right you were my best hand Still you keep me guessin' Wonder if I'll ever get the message Say my prayers, but I lost faith a long time ago (a long time ago) Dream nightmares I guess we're gettin' used to losin' hope (guess we're losing hope) I don't even wonder why you don't answer when I call your name Are you on the other side? Will you save us? Or will you run away? Are you on the other side? Will you save us? Or will you run away?"
"30","​beerbongs & bentleys"," stay "," It's true that all that you know is all that you are You said that it's all that you want and more Fuck off and pour another drink And tell me what you think You know that I'm too drunk to talk right now You put your cigarette out on my face So beautiful, please, woman Don't break your back for me I'll put you out of your misery Tell me that it's all okay (tell me that it's all okay) I've been waitin' on this all damn day (waitin' on this all damn day) Call me in the mornin', tell me how last night went I'm here, but don't count on me to— Stay a little longer if you convince me And tell me all the things that you have against me Every time we make up, the truth is fadin' Everybody's blind when the view's amazin' Damn, who are we right now? Can we have a little conversation? Figure it out with no intoxication We carry on, what is our motivation? We're never wrong, how the hell we gonna make it? Maybe we're used to this Tell me, what are we to do? It's like we only play to lose Chasin' pain with an excuse I love that shit and so do you But don't break your back for me I'll put you out of your misery Tell me that it's all okay (tell me that it's all okay) I've been waitin' on this all damn day (waitin' on this all damn day) Call me in the mornin', tell me how last night went I'm here, but don't count on me to stay Tell me that it's all okay (tell me that it's all okay) I've been waitin' on this all damn day (waitin' on this all damn day) Call me in the mornin', tell me how last night went I'm here, but don't count on me to stay"
"31","​beerbongs & bentleys"," blame it on me "," I used to say I was free Now all these people wanna keep on takin' pieces of me They take away everything, had everything that I needed They held me down, let me drown They spit me out, right through the teeth I can't pretend, ash in the wind, won't blow again It was a breeze for you (Breeze for you) These hurricanes inside of my brain, let it rain, made it look easy Can't look away, you love the pain, you love the pain Watchin' me bleed You cut me down on my knees No matter what you believe I think we both can agree That you can't blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault Blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault I couldn't breathe Almost lost myself, couldn't stop myself, I did it all You can't blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault Every day's the same, yeah, I just watch 'em go As I scrape away through the impossible Yeah, I played the game but it was all for show Tryna find my way, I nearly lost it though Now I see dead people, most have no faith Where did the time go? A watch with no face They hit the ceilin', but my roof likes space I took my chances so won't you Blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault Blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault I couldn't breathe Almost lost myself, couldn't stop myself, I did it all You can't blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault, not my fault It's all my fault that I'm addicted to the clothes It's all my fault, I paid the cost, yeah It's all my fault that I ain't givin' up my soul It's all my fault Watchin' me bleed (Watchin' me bleed) You cut me down on my knees (You cut me down on my knees) No matter what you believe I think we both can agree That you can't blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault Blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault I couldn't breathe Almost lost myself, couldn't stop myself, I did it all You can't blame it on me (Ayy) It's not my fault, it's not my fault, it's not my fault It's not my fault, it's not my fault, it's not my fault Blame it on me, yeah It's not my fault, it's not my fault, it's not my fault"
"32","​beerbongs & bentleys"," same bitches "," Yeah, yeah I been in L.A. too long How I see the same bitches everywhere I go? It don't really matter where they from Actin' or a model, heard it all before Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah, yeah I hit your DM, baby Took the screenshot, yeah, you tried to play me I bet this shit was good for your reputation I just let it go, so I could see you naked Holy moly, look at what you rolled in Million followers, but your bumpers broken What's your focus? Tell me what your goal is I know you only like me 'Cause I just spent a hundred bands in one night Spent a hundred bands in one night I know you wanna live this life But I can't make a ho a housewife (Oh, no) What's your name? Who's your daddy? Is he rich like me? Is he rich like me? Yeah, yeah, yeah (Ayy) I been in L.A. too long How I see the same bitches everywhere I go? It don't really matter where they from Actin' or a model, heard it all before Population four million, how I see the same bitches? (How I see the same bitches?) (Uh, yeah) Yeah, yeah Population four million, how I see the same bitches? (How I see the same bitches?) (Gerald) Yeah, yeah, yeah (uh) Everywhere I go I see the same ho Always post selfies on the 'Gram from a angle, a Catfish Hollywood devil, not a angel Her bag is Chanel, but she drives a Durango Yeah, and I'm gettin' to the queso Woke and I'm hip to the game, so I'm thankful OGs put me on tours, so I'm laced, bro Real recognizin' that you don't speak the lingo Clothes all new, not a wrinkle Givin' you the game, gettin' sprinkled Bottles on deck and my drink full I turn into a beast, I'm a dog, I'm a pitbull This life did it to me, I can't switch back If I take her then you'll never get your bitch back Yeah, the beat knockin', yeah, this shit clap Welcome to the west it's where people gettin' rich at, ayy I been in L.A. too long (G) How I see the same bitches everywhere I go? (It's Eazy, you know?) It don't really matter where they from (Yee, yee, yee) Actin' or a model, heard it all before (Ayy) Population four million, how I see the same bitches? (West side nigga) Population four million, how I see the same bitches? (Hol' up, let me talk my shit, hol' up) Yeah, yeah, yeah I been in L.A. too long Me and my bros hit the same hoes L.A., Hollywood, that's some Valley hoes Do I know how to fuck? They all know Yeah, yeah, fuck it, go down baby, you ratchet I'm with the program, baby (Yeah) Word in the streets, you with the whole town, baby I'm tryna do it for the brother like Motown, baby (For the record) She fucked the L.A. Laker for the record She fucked a Dodger baseball player for the record She fucked the head of my record label, ooh How you think she been so stable? Ah, damn, ah, damn, but she down to fuck Designer everything, Benz Truck Pullin' up with you friend, tell me who she is Oh, never mind, my friend fucked Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah, yeah (Haha, oh, never mind, my friend fucked) Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah, yeah (Haha, never mind, my friend fucked) Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah, yeah Population four million, how I see the same bitches? (How I see the same bitches?) Yeah, yeah, yeah"
"33","​beerbongs & bentleys"," jonestown "," It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again It happens every time It sounds like suicide I'm hesitant, but I guess I'll drink the Kool-Aid once again"
"34","​beerbongs & bentleys"," 92 explorer "," Ooh-ooh, wow Ahh, yeah-yeah (Wow) Yeah-yeah, yeah-yeah, yeah-yeah We got London On Da Track Hunnid and twenty, come catch me Forties inside of my belly Shouldn't be drivin', I'm faded (Skrt, yeah, yeah) Rock that Nirvana, my favorite Damn, I forgot what her name is She in the front seat, head-bangin' (Yeah, yeah) Yeah, money counter sound somethin' like a chopper, chopper (Chopper, chopper) Speaker system bumpin', fuck your fuckin' block up (Fuck your block up) Used to mock him, now it's custom Bentley mock-ups (Mock-ups) Killer drop, a call from lockup If you buy that Echo, why you lyin'? You broke Got a nine in my tote, get you smoke like a stoge Keep on ridin' my coat, your new shit is a joke Why you bitin' my flows? What you tryna be, Post? Yeah Ooh, baby, ooh, baby, guap keep expandin' Ooh, yuck me up, I don't want no romancin' Ooh, baby, I see these muhfuckas' glancin' When my whip stop, then my wheels keep spinnin' (Skrt) Ooh, baby, ooh, baby, guap keep expandin' Ooh, yuck me up, I don't want no romancin' Ooh, baby, I see these muhfuckas' glancin' When my whip stop, then my wheels keep spinnin' (Ooh) She used to shoppin' at the mall (Ooh) I'll teach lil baby how to ball I hit Rodeo, spent like 40 G's (Wow) Four hunnid pairs of Gucci socks I lost all my friends, made a lot of foes Made a lot of M's, made a lot of O's Open up the safe (Ooh), I'm just with the bros Cop the 458, cost me 250 (Yeah) Man, look at all my ice (Ice) I hit your main thing twice (Your main thing twice) Take a word of advice (A word of advice) Break up with that ho (Ho) Ooh, baby, ooh, baby, guap keep expandin' Ooh, yuck me up, I don't want no romancin' (Ohh) Ooh, baby, I see these muhfuckas' glancin' (Ahh) When my whip stop, then my wheels keep spinnin' (Skrt) Ooh, baby, ooh, baby, guap keep expandin' (Skrt) Ooh, yuck me up, I don't want no romancin' (Skrt) Ooh, baby, I see these muhfuckas' glancin' When my whip stop, then my wheels keep spinnin' Cold wrist frozen Got sacks, Goldman Bought the bar, Roseanne No joke, deadpan Ooh, baby, ooh, baby, guap keep expandin' Ooh, yuck me up, I don't want no romancin' Ooh, baby, I see these muhfuckas glancin' When my whip stop, then my wheels keep spinnin' (Skrt, skrt) Ooh, baby, ooh, baby, guap keep expandin' (Skrt) Ooh, yuck me up, I don't want no romancin' (Skrt) Ooh, baby, I see these muhfuckas glancin' (Skrt) When my whip stop, then my wheels keep spinnin' Ooh (Ooo-ooo) Yeah, haha (Ooo-ooo) Ooh (Ooo-ooo) (Ooo-ooo) We got London On Da Track"
"35","​beerbongs & bentleys"," candy paint "," Yeah, yeah Mmm, ayy Candy paint with the white on top Lambo doors are the oo-op drop If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot Hundred thousand dollars on the table top Half price my whip, same price my watch Got no jumper, but I ball a lot Bitch, I'm young Stoney, I do what I want Candy paint with the white on top (Skrrt) Lambo doors are the oo-op drop (Drop) If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot (Pop) Hundred thousand dollars on the table top Half price my whip, same price my watch (Bling) Got no jumper, but I ball a lot (Swish) Bitch, I'm young Stoney, I do what I want Didn't know that was your girl when she gave me top (Yuh) Kicked her out the Rolls said, ""Thanks a lot"" Goddamn, I love paper like I'm Michael Scott (Yeah) I can do things that your man cannot (Yeah) Slide boy comin' down, damn, I'm hot (Hot) Everybody say that I gotta be stopped (Stopped) Even though my final form ain't unlocked (Locked) I'm so ahead of you muhfuckas' How you comprehend what you ain't understandin'? Count a hundred bands and I watch it vanish Diamonds going crazy like they on the dance floor Got a lot of ass, nothin' I can't handle Flavor lasts forever, you should try a sample (Goddamn) Baby, I'm the boss like I'm Tony Danza (Tony Danza) Everybody tryna tell me what I stand for But you don't fuckin' know me, homie, you don't want war (Ayy) Candy paint with the white on top Lambo doors are the oo-op drop If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot Hundred thousand dollars on the table top Half price my whip, same price my watch Got no jumper, but I ball a lot Bitch, I'm young Stoney, I do what I want Candy paint with the white on top (Skrrt) Lambo doors are the oo-op drop (Drop) If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot (Pop) Hundred thousand dollars on the table top Half price my whip, same price my watch (Bling) Got no jumper, but I ball a lot (Swish) Bitch, I'm young Stoney, I do what I want I've been rollin' twenty ash, hit the road (woo) Hit the switch up the suicide doors (damn) We already know you vanished though (ooh) Hit my momma when I ride in that, oh All these muhfuckas' so false with me (yah) If your money funny, don't talk to me (nah) I know there ain't shit that you could offer me (no) Take a second if you think about crossin' me Flavor lasts forever, you should try a sample (Goddamn) Baby, I'm the boss like I'm Tony Danza (Tony Danza) Everybody tryna tell me what I stand for But you don't fuckin' know me, homie, you don't want war (Ayy) Candy paint with the white on top Lambo doors are the oo-op drop If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot Hundred thousand dollars on the table top Half price my whip, same price my watch Got no jumper, but I ball a lot Bitch, I'm young Stoney, I do what I want Candy paint with the white on top (Skrrt) Lambo doors are the oo-op drop (Drop) If you busy plottin' on what I got Kick in your door, I'll SWAT, you thot (Pop) Hundred thousand dollars on the table top Half price my whip, same price my watch (Bling) Got no jumper, but I ball a lot (Swish) Bitch, I'm young Stoney, I do what I want"
"36","​beerbongs & bentleys"," sugar wraith "," I started with an eighth, alright (alright) And then I went and changed my life (my life) I might take out the Wraith tonight (tonight) Put your arms around me, baby I just want to fly, make it last before we die And I know you want a ride What's on your mind? What's on your mind? And my '92 got doors like my Lambo Spend my last paycheck on some ammo We don't follow trends, rest in peace to Yamo Your new shit sucks, I feel like Anthony Fantano (ooh) Sayin' I was broke last year, I can't go back there Nicotine fiend, couldn't even buy a pack, yeah She don't know my music, told her I ain't mad, yeah Let her cut that coco on my platinum plaque, yeah (wow) Cut my fingers on my bands, oh yeah Cut my locker with some Xan, oh yeah Count me my guala in advance, oh yeah Backstreet diamonds, watch them dance on ya, yeah I started with an eighth, alright (alright) And then I went and changed my life (my life) I might take out the Wraith tonight (tonight) Put your arms around me, baby I just want to fly, make it last before we die And I know you want a ride What's on your mind? What's on your mind? She don't want to spend all my dough She gets paid to be a model (model, model) I take the lead, they just follow Face it, you don't know what I know Pull up, I got some' for ya Somethin' in my trunk for ya But I got a good lawyer They always try to come for ya I'ma pull up in that Bentley with the fuckin' windows tinted (ooh) Dependin' how I'm feelin', take a drop of the extended (skrr) Think I'm showin' signs of slowin', homie, just forget it I guess this what happens when you fuckin' handle business, yeah I started with an eighth, alright (alright) And then I went and changed my life (my life) I might take out the Wraith tonight (tonight) Put your arms around me, baby I just want to fly, make it last before we die And I know you want a ride What's on your mind? What's on your mind? I was broke last year, I can't go back there I was broke last year, I can't go back there Gasoline and I went and lit a match, yeah Try to take the swagger, I know it for a fact, yeah I'ma pull up in that Bentley with the fuckin' windows tinted (skrr) Dependin' how I'm feelin', take a drop of the extended (skrr) Think I'm showin' signs of slowin', homie, just forget it I guess this what happens when you fuckin' handle business, yeah I started with an eighth, alright (alright) And then I went and changed my life (my life) I might take out the Wraith tonight (tonight) Put your arms around me, baby I just want to fly, make it last before we die And I know you want a ride What's on your mind? What's on your mind?"
