"","Album","Song","Lyrics"
"11","DAY69: Graduation Day"," 93 "," Scum Gang! Bang! Run up kick the door, bang! Fuckin' up that pole, bang! Nigga want that smoke, bang! Niggas do that talk, bang! Fuck all that talking, let's go, bang! Niggas don't want war, bang! Fuck all that talking, let's go, bang! Niggas don't want war Tekashi 6ix9ine don't fall boy, Tekashi 6ix9ine a GOAT boy Tekashi 6ix9ine tote poles boy, Tekashi gonna let that go, boy Whip that black .44 boy, shoot you through your cross, boy Leave you with no hope, boy, you gon' get exposed, boy Pull up with the Glocks out, red dots out Pull them mops out and the chops out, niggas air it out Goin' all out when we back out that's a blackout Shooters all go, they don't clock out That's–that's a man down, when we rain down We don't play around, you get laid down You gon' stay down, throw shade now Get flamed now, you erased now Leave you face down on the playground Pull up on a nigga too (two) deep Niggas talk shit so I wanna' go see 'em In a nigga city ridin' 'round with the heat Pop out, Glocks out niggas ain't tryna speak Fire on me, boy must be brazy nigga, uh Rainbow lasers nigga, uh Cut your face with a razor nigga, uh Ambulance can't save you, nigga Bang! Run up kick the door, bang! Fuckin' up that pole, bang! Nigga want that smoke, bang! Niggas do that talk, bang! Fuck all that talking, let's go, bang! Niggas don't want war, bang! Fuck all that talking, let's go, bang! Niggas don't want war But I know you ain't thuggin', nigga, you ain't really on nothin', nigga You don't want no trouble, nigga, you a fumble, nigga You don't want it with my Harlem, nigga Hundred bucks you gon' crumble, nigga, quit frontin', nigga Boy you need to be humble, nigga, ten toes, I don't stumble, nigga Double-double nigga, ten shots, that gets one clip I don't got no jungle nigga, man I swear this shit no fair You don't wanna end up in the crosshairs Leave a nigga froze up in them Moncler ACOG on his mug make 'em more clear And I swear that the niggas deserve it, uh Niggas they snakes, they serpents, uh They pussy and that is my verdict, uh Retaliate and we burnin' 'em I bust and I know that I'm hurtin' 'em She suckin' em off the percy, uh She love me, she say I'm so perfect, uh Now she busy suckin' my posse, uh We squadin', we lookin' like a mafia I'm booted, I popped me a molly, uh I'm geekin', I'm rowdy I'm fired up I wish a little nigga would try and run up, bang!"
"12","DAY69: Graduation Day"," doowee "," Phosphate Yeah, yeah, yeah, yeah, yeah, get that nigga Yeah, yeah, yeah, yeah, yeah, clip that nigga Yeah, yeah, yeah, yeah, yeah, drop that nigga Yeah, yeah, yeah, yeah, yeah, pop that nigga Yeah, yeah, yeah, yeah, yeah yeah Yeah, yeah, yeah, yeah, yeah, yeah, yeah, drop that nigga Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, yeah, yeah, pop that nigga Scum Gang! Cut you his eyes like Kenzo, uh Can't get too comfy, can't front, uh I don't got the mop, I got the supersoaker, uh Make a nigga run, Usain Bolt, uh Tre-8 up on my hip though, uh Clip lookin' like Mandingo, uh Run his ass up, no homo, uh Make a nigga wish he had a raincoat, uh If you up to something, we gon' get to bussin' My niggas pull up to shoot you and your cousins We could get to thumpin', not for the discussions On the block drummin', shoot you in your stomach Scum gang bloody, scum gang cousins Throw it up nigga, show 'em how we comin' All my niggas rugged, all my niggas thuggin' Totin' pistol, buggin, this is how we comin' Don't be on my block jackin' no foo' shit You gon' get buck fifty in your face, call me split I don't fuck with bitch niggas, when I'm around niggas dip I don't fuck with broke bitches, when I'm around bitch dip Yeah, yeah, yeah, yeah, yeah get that nigga Yeah, yeah, yeah, yeah, yeah clip that nigga Yeah, yeah, yeah, yeah, yeah drop that nigga Yeah, yeah, yeah, yeah, yeah pop that nigga Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, yeah, yeah drop that nigga Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, yeah, yeah pop that nigga"
"13","DAY69: Graduation Day"," kooda "," Scum Gang! Niggas runnin' out their mouth, but they never pop out I got the drop on your spot, everybody watch out All my niggas on 50, so you know we hopped out Mobbed out, opps out, we gon' show what we about All my niggas really gang bang, talk that damn slang Rap about it, do the same thing, let your nuts hang We gon' pull up, nigga, ¡ándale!, on sangre We post up, we don't do the race, you gon' die today In the spot, blow 50 bands, shit, 100 bands Shit, my pockets on a runnin' man, fuck a rubberband I'ma fuck her in a handstand, she a fan, man Need the drugs, I'm the Xan man, I'm the damn man I roll up, I'm gon' be booted, stupid, and shootin' stupid Brought a knife, I brought a Ruger, stupid, I really do this If I tote it then you know I'll shoot it and I'ma prove it Back, back, don't be movin', stupid, or I'ma use it (squad) Dicky stiffy, uh, bet she give some licky, uh Lil bitty, uh, bust all on her titties, uh She a skeezer, uh, really don't need her, uh Bust then I leave her, uh, she a little eater, uh Get back, kickback, blow your shit back, uh Rip that, take that, flip that, send that, uh .223 hit, where your clothes at? Uh Scum Gang 'bout that Fendi, fin-act, uh Niggas runnin' out their mouth, but they never pop out I got the drop on your spot, everybody watch out All my niggas on 50, so you know we hopped out Mobbed out, opps out, we gon' show what we about All my niggas really gang bang, talk that damn slang Rap about it, do the same thing, let your nuts hang We gon' pull up, nigga ¡ándale!, on sangre We post up, we don't do the race, you gon' die today You can talk hot on the internet, boy That's that goofy shit, we ain't into that, boy Black van, pull up to your momma crib, boy Tie her up, drive that shit off a bridge, lil boy You can talk hot on the internet, boy That's that goofy shit, we ain't into that, boy Black van, pull up to your momma crib, boy Tie her up, drive that shit off a bridge, lil boy Niggas runnin' out their mouth, but they never pop out I got the drop on your spot, everybody watch out All my niggas on 50, so you know we hopped out Mobbed out, opps out, we gon' show what we about All my niggas really gang bang, talk that damn slang Rap about it, do the same thing, let your nuts hang We gon' pull up, nigga ¡ándale!, on sangre We post up, we don't do the race, you gon' die today"
"14","DAY69: Graduation Day"," buba "," Scum Gang! MJPharaoh Vice Slumped up, slumped up, try not to get fucked up Slumped up, slumped up, try not to get fucked up Slumped up, back up 'fore you get your head bust Slumped up, back up 'fore you get your head bust Got this FN on my body, if you feelin' froggy Got my gang right beside me, ready to catch a homi- If you run up bitch I'm sorry, don't be movin' wocky Got this bitch all on my body, bitch get off my body Get the fuck up out my whip, 'less you tryna suck my dick 'Less you tryna fuck my clique, 'less you tryna stack this brick 'Less you got shit I can sniff, 'less you got shit I can taste I might come up off my waist, get the fuck up out my face When that 'K cock, it's a dirt nap And if you catch me without that, get hit in the cap With a motherfuckin' baseball bat, dooby racks Four, five, six, that's a head crack That's a fact, that's a fact Slumped up, slumped up, try not to get fucked up Slumped up, slumped up, try not to get fucked up Slumped up, back up 'fore you get your head bust Slumped up, back up 'fore you get your head bust"
"15","DAY69: Graduation Day"," mooky "," Stomp that nigga out, stomp that nigga out Stomp that nigga out, stomp that nigga out Pistol to his mouth, pistol to his mouth Pistol to his mouth, we gon' stomp that nigga out Stomp that nigga out, stomp that nigga out Stomp that nigga out, stomp that nigga out Pistol to his mouth, pistol to his mouth Pistol to his mouth, we gon' stomp that nigga out (we gon' stomp that nigga out) Pull up to the party off a molly (off a what?) Pull up to the party in a 'Rari (skrt!) Heard it's niggas in there actin' rowdy (actin' rowdy) So I'm 'bouta go do somethin' about it (somethin' about it) I'ma pull up with the 30 stick, with the coolin' kit Stephen Curry, how I'm shootin' shit, I can't fuckin' miss I'm off a perc movin' ridiculous, I think I'm seein' shit Off half a piece, swervin' in the fuckin' Benz Countin' up Benjamins (what!? what!?) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) Stomp that nigga out (out!), stomp that nigga out (out!) Stomp that nigga out (out!), stomp that nigga out (out!) Pistol to his mouth, pistol to his mouth Pistol to his mouth, we gon' stomp that nigga out Stomp that nigga out, stomp that nigga out Stomp that nigga out, stomp that nigga out Pistol to his mouth, pistol to his mouth Pistol to his mouth, we gon' stomp that nigga out (we gon' stomp that nigga out) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) Don't start no shit, won't be no shit (what!?) What!? (yah, yah) What!? (yah, yah) What!? (yah, yah) What!?"
"16","DAY69: Graduation Day"," gummo "," Niggas iffy, uh, Blicky got the stiffy, uh Got the blicky, uh, drum, it holds fifty, uh Scum Gang! I'll see y'all later, suuwoo! Pop these niggas like a wheelie, nigga, you a silly nigga In the hood with them billy niggas and them Hoover niggas You run up and they shootin' niggas, we ain't hoopin', nigga Yo KB, you a loser, nigga, up that Uzi, nigga On the stoop, crills in my drawers, your girl on my phone She wanna fuck, but keep her clothes on, I only want the jaw Man that's really all I use her for, I kick her out the door I don't want her, you can keep the whore, she fiendin' for some more In New York my niggas don't Milly Rock, my niggas money bop Blow a case, a nigga throwin' shots, I run 'em off they block Quarter milli in the stash box, I grinded for my spot Niggas talkin' 'bout that cash but my bag worth a lot I don't fuck with no old hoes, only new hoes Put my dick in her backbone, I pass her to my bro I don't love her, that's a sad ho, she a bad ho I'ma fuck her, then I dash home, to the cash ho I'm on some rob a nigga shit, take a nigga bitch Do the dash in the whip, count the cash in the whip I pull up with a stick, I let that shit hit Shout out... but I fucked that nigga bitch Niggas iffy, uh, Blicky got the stiffy, uh Got the blicky, uh, drum it holds fifty, uh Move milli', all my niggas on fifty, uh Talk down, pew pew pew, you silly, uh Hit a stain, fifty bands, all hunnids Spinnin' through ya block, like a pop shove-it Shoot at me I'm shootin' back, I'm gettin' buckets I ain't wanna take his life, but nigga, fuck it I'm on some rob a nigga shit, take a nigga bitch Do the dash in the whip, count the cash in the whip I pull up with a stick, I let that shit hit Shout out... but I fucked that nigga bitch I'm on some rob a nigga shit, take a nigga bitch Do the dash in the whip, count the cash in the whip I pull up with a stick, I let that shit hit Shout out... but I fucked that nigga bitch Scum Gang!"
"17","DAY69: Graduation Day"," chocolaté "," Pussy niggas don't want no smoke Pussy niggas don't want no smoke They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no Fire on a nigga if he fuck with my soldier Try and play me like a pussy nigga, but it won't work If you need a plate, then you could hit me on my turf I need twenty-five, try to stick me and that gun burst I need all of mine, try to try me and it's Columbine Let that ruger fly, automatic poppin' at your guys You gon' lose a guy, 'tato on the barrel, give 'em fries On that type of time, for my wodie, that's my fuckin' slime On that type of shit, pulled up bloody, you get crucifixed Bet I come equipped, we got extendos, we got extra clips We tote all types of shit, .357 blow your ass, lil bitch We ain't callin' quits 'til you end up in a coffin, bitch I lose my shit when I let that .45 go I'll blow that bitch, knock the beef out your taco You know what time it is when we pull up that Tahoe Unload that dirty clip and I'm bustin' out hollows, that's how it go They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want no smoke, they don't want none They don't want none, no Pussy niggas don't want no smoke Pussy niggas don't want no smoke Scum Gang!"
"18","DAY69: Graduation Day"," gotti "," Got me, got me Rollie (Ya can't even afford it though) Got me, got me, uh (got it) Gotti Gotti, uh (Gott Gotti) Gotti Gotti (hahahaha) Came up blood gang (yeah), 30 bang (yeah) Scum Gang, big choppa, big thang Let your nuts hang Who they? (yeah), don't say (yeah, yeah) BBA change your mood, aye, anyday Gotti Gotti, cookin' up, speed it up Double cup, Xanny cup, booted up Mollied up, molly up, break it up Cop it, then I serve it up, get it up Gotti Gotti Fuck with my day ones Yeah, you know I flooded the chain once Got the money and I split it with day ones She ain't fuck me back when I was lame, nah Yeah, you know I do my dance (do it) In the club (aye), throwin' dub Rack it up (rack it), shake it up Watch me do it, how I bust it up (up), I mix it hard Then I hit her with the blicky, uh So drip it, drip it, drip it, drip it You ain't got no money, you can keep her Bitch, I got my Nina, I'ma squeeze her If you really wanna meet her, she a greeter It was really nice to meet ya, I don't need ya (I don't need her) I pray to God that my niggas gon' eat (I pray to god) I pray to God that my family gon' see (I pray to god) Prayin' that the Lord take a chance with me Wouldn't come when I was up, I was on the wrong things I ain't silly, ain't no dumb nigga, are you dumb, nigga? Are you stayin' with the pump, nigga? Fuck is up, nigga? Is you mad? You's a fuck nigga, I don't trust niggas Scum Gang, chew 'em up, nigga, we don't fuck witcha Okay, my blood gang (yeah), 30 bang (yeah) Scum Gang, big choppa, big thang Let your nuts hang Who they? Don't say (yeah, yeah) BBA change your mood, aye, anyday Gotti Gotti, cookin' up, speed it up Double cup, Xanny cup, booted up Mollied up, molly up, break it up Cop it, then I serve it up, give it up Gotti Gotti Gotti Gotti Who, who really with the money, money? Who, who really with the Gotti Gotti? Who, who really with the money, money? Ooh, do my dance, hit my things Break these bands, hunnid bands on my thing Mollied up, molly up, give it up Cop it, then I serve it up, give it up Really with the Gotti, Gotti? Who, who really with the Gotti, Gotti? Who, who really with the—"
"19","DUMMY BOY"," stoopid "," Y'all already know it be the boy Yung Gordon And you rockin' with Take Money Promotions Ayy, Take Money Promotions Give 'em that new shit, no fool shit Oh yeah, let's go DJ NekoLito (Rough Rider) TMP954WELIVE Take Money Promotions Tay Keith, fuck these niggas up Bitch, I'm silly Up them choppers, shoot your shit up, let's get busy Drinkin' Henny, goin' brazy, poppin' pillies Sex Money Murda, shout-out all my blazing Billies (All my Billies) We in yo' city (We in yo'—) Shoutout my apes in the fuckin' zoo (Filayo) Filayo, they gon' shoot Spin a hoop, who the fuck is you? Who the fuck you know, nigga? No, nigga Niggas killed your cousin, you want smoke, nigga? (Stupid) Glo nigga, rollin' up your cousin in a blunt, nigga Bozo, bitch, are you dumb-d-dumb-dumb-dumb-d-dumb-dumb-dumb? (Stupid) Bitch, I'm Nick Cannon with this drum-dr-drum-drum-drum (Brra-pum-pum) Pull up with semis, no Lil Pump-pr-ump-Pump-pumps (No esskeetit) We goin' dumb-d-dumb-dumb-dumb-d-dumb-dumb-dumb Bitch I'm stupid (Bitch I'm dumb) I be tweakin', I be wildin', I be booted (Bitch, I be drunk) I be stealin', I be robbin', I be lootin' (You don't wanna die) Your boyfriend dumb, he get no money, bitch, he stupid (Is he dumb?) Oh, bitch, he, oh, bitch, he stupid Damn, homie, in high school you was the man, homie (2012) What the fuck happened to you? (Stupid) I'm just sayin', homie Now you smokin' Black & Milds, smokin' reg, homie Ah-ah-ahh, what's up? Shmurda on the motherfuckin' set Nigga 6ix9ine what's poppin' cuz? Tell him shut up, suck a dick Tell him fuck him, I'm the shit Bitch, I'm drunk recording this I'm getting money, I'm the shit Shout-out my Bloods, shout-out my Crips That nigga, Ebro, he a bitch Just another old nigga on a young nigga dick Bitch I'm lit on the 'Gram, a million likes, you see my shit A bitch DM for the dick, but I probably wouldn't hit VVS, Cuban hit, shout-out Jimmy for the drip Your baby daddy mixtape wasn't shit, he a bitch Free Bobby, free Rowdy, free Cueno, free the 9 Shout-out Jay Dee, shout-out Kooda, Dee Savv, those my guys FOA they gon' ride, GS9 they gon' slide When I woo, woo back, ah-ah, those my guys She give me neck until I pass out She use her teeth, she get cursed out And all these suckers with they fucking feelings Always got these bitches with they purse out We on the blast nigga bow down I count bricks put the work out You know you like a nigga Shmoney Dance You gon' love a nigga when I swerve out Bitch, I'm silly Up them choppers, shoot your shit up, let's get busy Drinkin' Henny, goin' brazy, poppin' pillies Sex Money Murda, shout-out all my blazing Billies (All my Billies) We in yo' city Hold up, hold up, hold up, gang Run that shit back"
"20","DUMMY BOY"," fefe "," It's fuckin' TR3YWAY! King of New York, lookin' for the Queen Uh, you got the right one, hmm L-let these-l-let these b-b-bitches know, nigga Queens, Brooklyn, brrr, ah! Murda on the beat so it's not nice! Pussy got that wet, wet, got that drip, drip Got that super soaker, hit that She a Fefe, her name Keke She eat my dick like it's free, free I don't even know like ""Why I did that?"" I don't even know like ""Why I hit that?"" All I know is that I just can't wife that Talk to her nice so she won't fight back Turn around and hit it from the back, back, back Bend her down then I make it clap, clap, clap I don't really want no friends I don't really want no friends, no Draco got that kick-back when I blow that, they all do track They don't shoot back, one shot, close range, red dot Head tight, yeah, I did that, yeah, I live that Call a Uber with my shooter, with a Ruger, we gon' do ya Niggas say they killin' people, but I really fuckin' do it I don't really want no friends I don't really want no friends, no He-he tryna 69 like Tekashi, call him papi Word to A$AP, keep me Rocky, I'm from New York, so I'm cocky Say he fuckin' with my posse, copped me Khloé like Kardashi' Keep this pussy in Versace, said I'm pretty like Tinashe Put-put it all up in his face, did I catch a case? Pussy game just caught a body, but I never leave a trace Face is pretty, ass for days, I get chips, I ask for Lay's I just sit back and when he done, I be like, ""Yo, how'd it taste?"" (Yo, how'd it taste?) I don't really want no friends I don't really want no friends, no Ayo, Draco got that kick-back When it kick-back, you can't get yo shit back In fact this that bitch that ""I hate small talk, I don't fuck with chit-chat"" AC just stopped workin' So they hit me, told me bring my wrist back Come through rockin' fashions That got all these bitches like ""Yo, what's that?"" (Like ""Yo, what's that?"") I don't really want no friends I don't really want no friends, no Eeny, meeny, miny, moe I catch a ho right by her toe If she ain't fuckin' me and Nicki Kick that ho right through the door (TR3YWAY) I don't really want no friends, my old ho just bought this Benz Nicki just hopped in this shit, now I won't see that bitch again Eeny, meeny, miny, moe (no) I catch a ho right by her toe (no) If she ain't fuckin' me and Nicki Kick that ho right through the door (no, TR3YWAY) Mmm, Young Money, Young Money bunny Colorful hair, don't care I don't really want no friends I don't really want no friends, no I don't really want no friends I don't really want no friends, no Scum Gang!"
"21","DUMMY BOY"," tic toc "," Yung Lan on the track Okay, tick tock, Audemars wrist watch I keep a stick, I keep a big Glock You get hit, I do not miss shots I keep a stick, I tell her, ""Kick rocks"" Okay, get rocks, wrist go drip, drop I do not kiss, you making shit hot You think I'm dumb, I ain't no kid Thought you was in love You ain't my bitch, nah She on my drip drop She ain't never went both ways, but I made them lip lock Never in the car, enough of that, she was at the tip top Might as well throw away the key, I got the streets locked I been drinking all this lean, I know I need to stop Hopping out the stolen cars, and we shoot chops, and opps Two flooded out Rolexs, they don't tick or tock Lemme can't tell lil' shorty, she can't pick the pot Everything up to par I got them big rocks in my ear, nuggets I got my whole team flooded Saks Off Fifth, I'm with your bitch She buying everything I wanted She fly me out to Waukeke LV all on her bikini Take her money, go Houdini I call her when I want eat-eat On my feet, you see them CC's Neck and ears, you see them VV's On my jeans, you see them GG's Treat that bitch like she a fefe Big body Benz, that's beep-beep Hit it in the back of the Jeep-Jeep That bitch know she a freak-freak And the pussy staying on leak-leak Okay, tick tock, Audemars wrist watch I keep a stick, I keep a big Glock You get hit, I do not miss shots I keep a stick, I tell her, ""Kick rocks"" Okay, get rocks, wrist go drip, drop I do not kiss, you making shit hot You think I'm dumb, I ain't no kid Thought you was in love You ain't my bitch, nah"
"22","DUMMY BOY"," kika "," Bitch, we in the city on that hot shit Lookin' for a biddy on that thot shit Y’all ain't getting money, nigga, stop this I been 'round the globe talkin’ hot shit I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it Bitch, we in the city on that hot shit Lookin' for a biddy on that thot shit Y'all ain't getting money, nigga, stop this I been 'round the globe talkin' hot shit I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own shit, I don't need 50 niggas to roll with Folk shit, I'm on my doalie, I’m on my boss shit I do my own shit, fuck all them niggas I used to roll with I know you used to see me with niggas, but that’s that old shit Real nigga, quick to pull a fucking trigger Fed nigga's definition of a real nigga Fuck nigga, quick to fuckin’ hate, nigga Bitch nigga, definition of a bitch nigga Now wildin', ready for all the violence I don't need a nigga jacking that he riding I got this four fifth, this shit all up on my hip I blow that shit, now you where Bobby Shmurda's hat went! Bitch, we in the city on that hot shit Lookin’ for a biddy on that thot shit Y'all ain't getting money, nigga, stop this I been 'round the globe talkin' hot shit I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it I do my own stunts, Jackie Chan with it Kick her out, I'm gettin' money now, actin' funny now Thought she love me, but she only tryna fuck me for the clout Saw the Patek all bust down, charter run down Bitch hit me on a touchdown, but I curved it They be beggin' me to keep the bitch, but I don't need the bitch Ray Charles, John Cena shit, I can't see the bitch In the DM sendin' naked pics, Uber that bitch But I send her in the pool even though I'm rich as shit It's fuckin' Tr— Oh wait, I forgot you can't say that shit You can say everything else that start with a T, though It's fuckin' Trojan It's fuckin' Target It's fuckin'— Hahahaha"
"23","DUMMY BOY"," mama "," Uh Murda on the beat so it's not nice! Tiki Taki, Spanish mami, she a hot tamale (Hot) Make her spend that money, dummy, go retarded for me (Pop it) Pop it, pop it, she get started, she won't ever stop it Little thottie, got her rowdy, choosing everybody Splish, splash, Apple Bottoms make that ass fat She got that wet wet, got me blowing through this whole bag (bag) She got B's, spend some cheese, now they double D's Thought I had to free, kick her out, my mama coming home at three Ho thicker (Thicker, thicker), thicker than a fuckin' Snicker Drug dealer, professional pot whipper In the winter, buy your ho a chinchilla (Grrr) I just bought my bitch them Kylie Jenner lip fillers Man, oh my God She Instagram famous but she can't keep a job (Ooh) Man, oh my God Swipe her 30-inch weave on her sugar daddy card (Ooh) Man, oh my God Her doctor got her busting out her motherfuckin' bra (Mmm) Man, oh my God She Uber to a nigga with no car Talking about the relish, I do not embellish Jacket got wings, True's got propellers Gave all my old Margielas to my boy Marcellas Pulled up with no laces, had the whole block jealous Oh, Jesus Christ, I don't need advice Wild nigga life, tell 'em read my rights Man it hot tonight, look out with my ice 15 in the game, baby girl, I got stripes (man) Ka-Ka-Kanye dressed me up like a doll Then I hit 6ix9ine, tell him give me the ball Bitch, this the dream team, magic as I recall Whole squad on point, bunch of Chris Pauls (Chris Pauls) I was out in Spain rockin' a Medusa head I ain't never have to give a rap producer head If I do though, I'ma write a book like Supahead This ain't wonder that I'm making, this that super bread Splish, splash, fuck him in a hurry, quick, fast Still a pink wig, thick ass, whiplash Got him cummin', cummin', Roger, over, dispatch Said my box is the best, he met his match I got all these bitches wantin' to be Barbie dolls Barbie dreamhouse, pink and purple marble walls Pull-Pull up in that Barbie 'Rari, finna bury y'all She threw dirt on my name, ended up at her own burial Kanye dressed me up like a doll Then I hit 6ix9ine, tell him give me the ball Bitch, this the dream team, magic as I recall Whole squad on point, bunch of Chris Pauls Ka-Ka-Kanye dressed me up like a doll Then I hit 6ix9ine, tell him give me the ball Bitch, this the dream team, Fif' is on call Whole squad on point, bunch of Chris Pauls (Chris Pauls) Tiki Taki, Spanish mami, she a hot tamale (Hot) Make her spend that money, dummy, go retarded for me (Pop it) Pop it, pop it, she get started, she won't ever stop it Little thottie, got her rowdy, choosing everybody"
"24","DUMMY BOY"," waka "," Catch an asthma attack, the way we pull up on ya Put the pump to his chest, make a nigga cough up You a bum and you stressed, and that's why you lost her Met a nigga from the X, niggas need to boss up She gon' eat, you want beef, but this ain't no burger All my songs on repeat, that's what's up, your word up I was young with the heat, walkin' round with burners Wishing I could wish for anything like Timmy Turner Na-na-oh, nah-oh Na-na-oh, nah-oh Na-na-oh, nah-oh Why this bitch tryna play me? Are you crazy? Pocket rocket in my cargos, like the Navy Put this Tommy to his brain, please, like he Brady Heartbreaking on the daily, can you save me? Why is bitches tryna play me? Are you crazy? I can't let her have my baby, you not my baby I can't let her have my baby, I'm nothin' shady Heartbreaking on the daily, can you save me? Y'all gotta move, give me some room, I'm 'bout to shoot Boom! Everybody running out the room Boom! Everybody begging ""Don't shoot"" Boom! Nigga, who the fuck asked you? You a bum, are you dumb? Try me, I got this gun Run, nigga, if I'm here, don't come Bitch, you was expecting for me to hit That's a dub, I know you put a hole in that shit Sawed off in the damn drawer Got a .30 in my drawers, gotta hold my pants up Only time she ever call is for the banana I don't even check my call log, I don't answer Why this bitch tryna play me? Are you crazy? Pocket rocket in my cargos, like the Navy Put this Tommy to his brain, please, like he Brady Heartbreaking on the daily, can you save me? Why this bitch tryna play me? Is she crazy? That bitch know I'm number one, like Tracy McGrady Know I got this .380, it's on safety I know all these niggas hate me, won't let it phase me Fuck nigga I'ma swerve in the Maybach, I'ma do some damage Niggas sit the fuck down if you don't understand us I heard niggas talking 'bout they gon' run down on us Pull up windows down in a fucking Lamb truck Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na, yeah Scott Storch"
"25","DUMMY BOY"," bebe "," Haciendo el amor, a la misma vez tú te toca' (Te toca') Bebé, no te pasa nada, vuélvete loca (Lo-loca-loca) Y tu novio te trata mal, él no te controla (No, no, no, no) He said… Mi diablita (-blita) Ella se pone pornográfica en la intimidad (Baby) Y su marido no la valora y la deja sola (La deja sola) Y yo siempre la estoy esperando con mi pistola (-tola) Y conmigo ella siempre se moja Bebecita (Uah) Tu hombre te ama pero tú le ere' infiel (Bebé) Porque tú ere' una diabla dentro de una mujer (Oh-oh, oh-oh) Y cuando se esconde el sol tú quiere' beber, hija 'e Lucifer Bebecita (Mi baby; uah, uah) Tu hombre te ama pero tú le ere' infiel (¿Por qué-é-é?) Porque tú ere' una diabla dentro de una mujer (Muje-e-r) Y cuando se esconde el sol, tú quieres beber, hija 'e Lucifer Baby, con ra-ta-ta-ta-ta Baby, yo soy tu criminal Baby con ra-ta-ta-ta-ta Baby, tu novio lo va a olvidar Baby, con ra-ta-ta-ta-ta Baby, conmigo te va' a mudar Baby, con ra-bang-bang-bang-bang Baby, do' tiro', lo voa' matar (Pa' afuera) ¿Pa' qué?, ¿pa' qué?, ¿pa' qué? ¿Pa' qué vas a serle fiel? ¿Pa' qué?, ¿pa' qué?, ¿pa' qué? Baby, olvídate de él Tú ere' mi diablita y yo soy tu demonio Un amor de manicomio Y si te veo con él, yo te odio Siempre me tiene' en insomnio Medusa, Versace (Versace) Siempre hacemo' la 69 como Tekashi (Yeh-eh) Y yo te rompo to' en secreto, Illuminati (-nati) Y ella se baja conmigo en la disco en el Ferrari (-rrari) Fumando mari' (Uah) Y tú te hiciste tu cuerpo, bebé, en R.D Y chingamos y siempre nos venimos a la vez Te hice el amor y en tu piel me enredé Y mi bicho en tu totito te tatué Oh-oh-oh (Uah) Bebé, tú eres mía, ese hombre olvídalo-o-o Y rebota esas nalgas bailándome reggaetó-ó-ón Bebecita (Uah) Tu hombre te ama pero tú le ere' infiel (Yeh-eh) Porque tú eres una diabla dentro de una mujer (Oh-oh, oh-oh) Y cuando se esconde el sol tú quiere' beber; hija 'e Lucifer (Oh-oh, oh-oh; uah) Bebecita (Mi baby) Tu hombre te ama pero tú le ere' infiel (¿Por qué?) Porque tú eres una diabla dentro de una mujer (-er) Y cuando se esconde el sol tú quiere' beber; hija 'e Lucifer (Beber; -er) Mi diablita (Mi nena) Ella se pone pornográfica, no es tímida (Mírame, mami) Y su hombre no la valora, la deja sola (La deja sola, sola) Y siempre la estoy esperando con mi pistola (Ra-pa-pa-pa) Siempre se enamora, mi diablita"
