"","Album","Song","Lyrics"
"89","Yung Rich Nation"," gangsta rap "," We're not against rap We're not against rappers But we are against those Migos Gangsta rap is back Gangsta rap is back Gangsta rap is back Gangsta rap is back Gangsta rap is back Fuck the media, fuck They hatin' on a young gangsta We put the bando in the Wikipedia Still these niggas ain't thankful Migo Gang, we the most dangerous Narcotics made a nigga famous If you bangin' twist your fingers Throw a party for the gangstas We the biggest gangstas at the top of the list Gave my brothers no bond and said they a flight risk They recordin', reportin', Fox 5 on my dick I just gave them information 'bout my new bitch They asking me questions No information no participatin', ain't no conversation They hatin' I made it, speculatin' Takin' 'bout how many drugs in that vacant Gangsta rap comin' back like a nigga got 80's crack with an 8-track Come in your house, where the safe at? Homey don't play that Young niggas we bringin' back gangsta rap I put that dope right up where your bitch anal at My brothers keep a girlfriend in my cul-de-sac When the white people see me have a heart attack, cause of that... Gangsta rap is back Gangsta rap is back Gangsta rap is back Gangsta rap is back Gangsta rap is back"
"90","Yung Rich Nation"," playa playa "," I can take you places you ain't never been You ain't never been on that Island fucking with Gilligan Lil mama foreign, she an immigrant I can turn you to an American citizen Courtside Staples watching Lakers Big mansion, no neighbours Bitch go back to watching basic cable If she thinking she can play a player Playa playa, playa playa (thinkin' she gon') Playa playa, playa playa (nah, never) Playa playa, playa playa (thinkin' she gon) That bitch she think that she gon' play a player See one thing you can't do is you can't play a player I done did everything that you did, and I've been everywhere She riding on Toyota, have you ever been on a Lear? A California foreign baby, something you can barely steer Wait hold up, that's something you can't afford You say you want that for real, well I can lease that Porsche of course Take her to the mall, shutdown your favorite store Have her walking out with bags, she don't wanna shop no more Damn, Dolce Gabbana's, Alexander McQueen, she want red bottoms This bitch she say she want her hair just like Rihanna's And she know daddy money longer then Rapunzel My diamonds stone cold she thinks she want a stunner The way I kick it shawty thought I was a punter Try to play me like I'm crazy, make me think that she famous But I got one question baby, how the fuck you thinking that you gon' play a player? I can take you places you ain't never been You ain't never been on that Island fucking with Gilligan Lil mama foreign, she an immigrant I can turn you to an American citizen Courtside Staples watching Lakers Big mansion, no neighbours Bitch go back to watching basic cable If she thinking she can play a player Playa playa, playa playa (thinkin' she gon') Playa playa, playa playa (nah, never) Playa playa, playa playa (thinkin' she gon') That bitch she think that she gon' play a player No she can not play me like a Playstation Pull up and I drop her off Atlantic Station You know I don't want nothing but some penetration So hit me later, tell me what's the situation You know It's nothing She said she never been to Atlanta now she coming Flying from a foreign country, trying to get into something Really she don't know nothing, can't play a player Baby girl I want you on the northside, welcome to my world Then why the hell she so mad then She ain't got nothing but a little back end She hop in the front of the Bentley coupe And she give me brain that's frontin' Her phone ring, she hop out my Bentley like her grandmama was calling I ain't seen her since then, and she still keep calling Can't play a player They say she got a man, keep her shopping out on Rodeo Imma let him do it, I ain't gonna spoil her, I'm a player No not gon' sell no dream, this ain't no fairy tale They say that you cuffing her, nigga you working for 12 I can take you places you ain't never been You ain't never been on that Island fucking with Gilligan Lil mama foreign, she an immigrant I can turn you to an American citizen Courtside Staples watching Lakers Big mansion, no neighbours Bitch go back to watching basic cable If she thinking she can play a player Playa playa, playa playa (thinkin' she gon') Playa playa, playa playa (nah, never) Playa playa, playa playa (thinkin' she gon) That bitch she think that she gon' play a player I'm a player, bitches calling me Bill Bellamy She want my formula, can't give away my recipe Italy, Hawaii, Beverly, it don't even matter to me I'm on the road every day, somebody come call for me The rings, the chains, the bezels, you ain't even on my level Gotta fit you in my busy schedule I can help you get your life together, I'm flyer than a feather In any weather, I'm a player We can swap these bitches out nigga and trade them I've never been the cuffing type, I'm no lifesaver I put a hole in your nigga, he like a bagel I'm on the molly calling Scotty like I'm Fabo You not a J-Lo, you a OK ho Shut the fuck up before I beat it on my table Number one rule in the player book Never cuff a bitch that one of your partners done hit I can take you places you ain't never been You ain't never been on that Island fucking with Gilligan Lil mama foreign, she an immigrant I can turn you to an American citizen Courtside Staples watching Lakers Big mansion, no neighbours Bitch go back to watching basic cable If she thinking she can play a player Playa playa, playa playa (thinkin' she gon') Playa playa, playa playa (nah, never) Playa playa, playa playa (thinkin' she gon) That bitch she think that she gon' play a player"
"91","Yung Rich Nation"," cocaina "," Ac' daddy YSL, YRN Uhh *???* YRN, YSL, you know? Brrrr Woop, yee! Thugger Uhh, woahh! Migos! Yee! Cocaina, cocaina Cocaina, cocaina (sheesh) Cocaina, cocaina Cocaina, cocaina! (woah) Cocaina, cocaina Cocaina, cocaina (yee!) Cocaina, cocaina Tutututu, white! Cocaina, cocaina (ya!) I don’t wanna serve my people (ya!) Cocaina, cocaina (ya!) You can call them birds, call them seagulls (brrrr!) Cocaina, cocaina (ya!) You can call the girl mamacita (ya!) Cocaina, cocaina(ya!) I do this shit for my familia (ya, ya!) Turn a half to a whole thing With cocaina you will make a name If you wanna make a mountain Gotta turn that kitchen to a hurricane Trapping out the boarded houses Don’t go check the door without John Wayne All white bricks, plain Jane Pure Cocaina Cane, Cocaina cane Have you ever seen a drop before? Have you ever seen a drought? (hell nah) Have you ever seen a pot before? Fishscale jumping out Everybody know cocaina make the whole world turn around Out in Venezuela talking cocaina with the plug right now Yee! Cocaina, cocaina Cocaina, cocaina (sheesh) Cocaina, cocaina Cocaina, cocaina! (woah) Cocaina, cocaina Cocaina, cocaina (yee!) Cocaina, cocaina Tutututu, white! Cocaina, cocaina (ya!) I don’t wanna serve my people (ya!) Cocaina, cocaina (ya!) You can call them birds, call them seagulls (brrrr!) Cocaina, cocaina (ya!) You can call the girl mamacita (ya!) Cocaina, cocaina(ya!) I do this shit for my familia (ya, ya!) YSL YSL (slime!) Migos ‘til I’m dead and pale (yee!) No cop whip it like a Chef Count that profit like, yeah Throttled up look like a crocker (what!) Got some bad hoes up in Minneapolis (bih!) Got some crosses round my neck like pastors Fuck a father like son, bitch, we bastards (fuck em!) Got some baking soda, that’s what sells a plug (hey!) I wanna see some heels, cooking make me love Yeah, I got that dope like pieces, I would love to meet ya I done beat it, beat it, now she say she bleeding Don’t mislead her, treat her now she know it’s easy She know it’s easy Yee! Cocaina, cocaina Cocaina, cocaina (sheesh) Cocaina, cocaina Cocaina, cocaina! (woah) Cocaina, cocaina Cocaina, cocaina (yee!) Cocaina, cocaina Tutututu, white! Cocaina, cocaina (ya!) I don’t wanna serve my people (ya!) Cocaina, cocaina (ya!) You can call them birds, call them seagulls (brrrr!) Cocaina, cocaina (ya!) You can call the girl mamacita (ya!) Cocaina, cocaina(ya!) I do this shit for my familia (ya, ya!) Cocaina, call it Miley Cyrus Actavis ‘cause we don’t drink that wise shit They talking about the Migos we spreading like we a virus Thinking about running up on me, think I’m sweet, I wouldn’t advise it Diamonds build our temperature up, fucking run it to the closet Chopper make you do whatever I say niggas call me Simon Money growing like Pinocchio, nigga, but I ain’t lying Most of these bitches ain’t mine, I fuck them then move down the line See that cocaina gon’ bring you to crime And that cocaina gon’ start bringing the fire But get caught with that cocaina get time You been fucking up and run at the wrong time It can be a crumb they gon’ charge you like it’s a dime Looking at my neck and wrist like why I can’t shine Looking at the i8 like why can’t I ride? Cocaina come out the boat and it’s certified Yee! Cocaina, cocaina Cocaina, cocaina (sheesh) Cocaina, cocaina Cocaina, cocaina! (woah) Cocaina, cocaina Cocaina, cocaina (yee!) Cocaina, cocaina Tutututu, white! Cocaina, cocaina (ya!) I don’t wanna serve my people (ya!) Cocaina, cocaina (ya!) You can call them birds, call them seagulls (brrrr!) Cocaina, cocaina (ya!) You can call the girl mamacita (ya!) Cocaina, cocaina(ya!) I do this shit for my familia (ya, ya!)"
"92","Yung Rich Nation"," trap funk "," Yung Rich Nation! Migo! This what they been waiting for... If you don't know what you're hearing, you're listening to that new trap funk Same keys that you're hearing, same keys that I got in my trunk Trap funk 'cuz I'm having gas bag and I made it off of trap talk 'Cuz I'm having gas bag and I made it off of trap talk Same keys that you're hearing, same keys I am dealing Same niggas that you're fearing, same niggas that I live with Couple m's in the attic, ain't gotta count it every day 'cuz I'm havin' Got the fish in the water, I'm slabbin' Count up the extras, I'm dabbin' Eighteen hours land in Moscow, what the hell them niggas doin' in Moscow? Yung Rich Nation, Migo gang now, havin' international fame now She don't speak no English, she wanna meet me, her daddy the plug out in Argentina She try to drink that liquid in the glass, told her ""baby girl, it's not tequila"" In Miami I hit the doughnut in traffic in the Lamborghini two seater Your ho fly, in town, I take her to the telly, I fuck her one time and I leave her If you don't know what you're hearing, you're listening to that new trap funk Same keys that you're hearing, same keys that I got in my trunk Trap funk 'cuz I'm having gas bag and I made it off of trap talk 'Cuz I'm having gas bag and I made it off of trap talk I got the blues... Used to be kickin' them doors in my Jordans, I walk in the club with my Lous (Louboutins) Now we fuck bitches by two Dropped out of school, they said we was fools, them diamonds looking like a fool Mansion, twenty five rooms, we got bananas, baboons Young niggas we brought the trap...back We gave you, so fuck it, we want it back Don't do that, nigga, boy, we on that Whippin' and flippin', you cloned that I'm not going back and forth, she knew it was a 'Rari when she seen the horse Trappin' babies and we never abort Migo gang we established on the north We had the bando beating like a pulse I wanted some money, I jumped off the porch Hot nigga so I keep me a torch I will burn a nigga, put that on my lil' boy If you don't know what you're hearing, you're listening to that new trap funk Same keys that you're hearing, same keys that I got in my trunk Trap funk 'cuz I'm having gas bag and I made it off of trap talk 'Cuz I'm having gas bag and I made it off of trap talk Call it trap funk 'cuz we having gas bags, and we put the fork in the trap Same keys you're here playing on the piano, I got them wrapped up in saran wrap Got a plug out in Moscow with the act And don't tell them too much information they rats Baby bottle, but no Rugrat Niggas is old hundreds, call them Thunder Cats Young nigga be dabbin', hittin' the foam with the spatula Dab daddy, pull up, these bitches suck me like Dracula Diamonds pull up, my jeweler from Canada You niggas still bubblegum wrapping 'cuz you niggas amateurs (pitiful) Christian Louboutins, a walking mannequin, my balmains full of blue Benjamins Don't drink that shit just to be cool, I only sip Actavis 'cuz it's my medicine They put me on the news, they tryna embarass me Got the Migos looking like we some terrorists Taking hits, gotta run with the punches My momma told me it's just a form of jealousy If you don't know what you're hearing, you're listening to that new trap funk Same keys that you're hearing, same keys that I got in my trunk Trap funk 'cuz I'm having gas bag and I made it off of trap talk 'Cuz I'm having gas bag and I made it off of trap talk"
"93","Yung Rich Nation"," what a feeling "," Feelin' great, whoa Feelin' aight, feelin' okay, yeah What a feeling What a feeling! Trap out the bando, I really did it Mamacita, bad bitch, and we split em' hit em Whole lotta money, give it to the children Whole lotta choppas coolin' with extensions What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' Talk to em' Quavo Takin' back the streets you know I own Trap and cap when momma ain't at home When she cook up the dope call it Nia Long Kickin' dough was my specialty Mama told me she gon' get at me But I was worried 'bout the police Runnin' from 12 in a Gucci fleece It's a great feeling that they notice me Came from bando to mansion to TV screen No more trappin' no more ReNeNe Now it's double XL Migo magazine Don't get me wrong, I keep the magazine Now I'm the last don, shout out to Master P I pray to lord, devil don't tackle me What a great feelin' million dollar me Trap out the bando, I really did it Mamacita, bad bitch, and we split em' hit em Whole lotta money, give it to the children Whole lotta choppas coolin' with extensions What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' Trap out the bando, I really did it Mamacita, bad bitch, and we split em' hit em Whole lotta money, give it to the children Whole lotta choppas coolin' with extensions What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' Trapped out the bando I really did it Water whippin' chickens, all these cameras in the kitchen Breakin' in the mitten, my nigga was sellin' Whitney Niggas come and get it cause I got a lower ticket What a fucking feeling giving money to the children Bentley Mulsanne pulling up in project buildings Break niggas neck, walkin' in the chinchilla My Giuessepe steppers same ones in thriller These niggas they hate me, but they can't defeat me, I know why they envy me What a feeling, how I got a hundred million all in cash and you niggas just look at me VVSing for from my jeweler out in Cuba I see fugazi diamonds on your Cuban link, 100,000, money nigga ain't nothin' to me Take that bitch make her work for me, wanna fuck on the shower pole? Mimi Trap out the bando, I really did it Mamacita, bad bitch, and we split em' hit em Whole lotta money, give it to the children Whole lotta choppas coolin' with extensions What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' Trap out the bando, I really did it Mamacita, bad bitch, and we split em' hit em Whole lotta money, give it to the children Whole lotta choppas coolin' with extensions What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin' What a feelin', what a feelin'"
"94","Yung Rich Nation"," recognition "," You know it feel good when your recognized Recognized (Recognized, Recognized) I just wanted to be I didn't know all this was gonna come with it I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) I just wanted to be Recognized (recognition, recognition) Now I'm having recognition I just want to be Recognized Make my momma smile Make my grand momma proud Now I got recognition Same people doubted see me on television (TV) Pocket watching on a nigga cheque Recognize a nigga rolex 17 years old nigga kicking doors Couldn't even vote yet Meditation of the mind was the greatest thing a nigga found They recognize a nigga sound And we didn't let the world down Started with a brick turned it to a foundation Turn the foundation to an empire I'm the founder of Yung Rich Nation And I still get recognized by my old patients With a snaggle tooth smile he said he happy that I made it I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) I just wanted to be Recognized (recognition, recognition) Now I'm having recognition If I got the feeling that I weren't recognized I know I'd still be recognized in momma's eyes I'm in the trench coat for the skies I keep the .45 on my waistline Shoot your block down with the Glock like a alpine Fuck it shoot the club up call me Shyne These Balmains no Calvin Kleins Flood my neck with that gold like Busta Rhymes That Migos on the billboard worldwide we recognized A lot of these niggas wanna be recognized But get caught jammed up not gonna do the time I know some niggas they got acquitted And they didn't want tell and get crucified I'm smoking on OG it ease my mind Need some Visine cause I got the red eyes Ain't thinking bout a bitch I'm getting money cause these bitches come and go like red eyes Now I'm recognized taking trips in my lamb I own it no enterprise Looking at niggas can't be mad at niggas cause nigga just want to be recognized I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) I just wanted to be Recognized (recognition, recognition) Now I'm having recognition Momma said recognize God I recognized then my momma had pain in her eyes So I walked through the shadow, the valley of death I'm addicted to drank and I can't even help it (lean, lean, drank, drank) Pussy nigga taking selfies Ask me for money I told that nigga no he go round the hood saying I'm selfish (huh?) That's the reason that I left him Your momma keep calling say help She didn't recognized you was a failure I wanted to be recognized Went to the mall and bought me a 10 and told the school it caught me five My OG taught me to be wise Thanking the lord cause I'm recognized VH1 you can go see it live Now you see me shining now you want to ride (skrrr) They finally recognized They copy the way we rhyme I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized I just wanted to be Recognized Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) Now I'm having recognition (recognition, recognition) I just wanted to be Recognized (recognition, recognition) Now I'm having recognition"
"95","Back to the Bando"," see what i m saying "," I'm having a problem They copy the flow and they really think they out rapping me This shit is a tragedy So many rappers I used to look up to take after me Then they get back to me, It keep coming back to me that we created a dynasty Then they get back to me, It keep coming back to me that we created a dynasty See what I'm saying? (See what I'm saying) See what I'm saying? (what, huh?) See what I'm saying? (See what I'm saying) Everything change when the money flowing in ya hands Got to stick to your plans Momma taught me how to turn a boy into a man Just me and my brothers started from the bottom Man I'd never know what I'd do without them See what I'm saying? (See what I'm saying) See what I'm saying? (what, huh?) See what I'm saying? (See what I'm saying) Got a dirty rifle sitting by the holy Bible cause the game is dirty like a dirty tower What a feeling I'm having all of the power Surrounded by killers and non of you cowards I'm eating up rappers like Golden Corral See what I'm saying? (see what I'm saying) See what I'm saying? (huhh) See what I'm saying? (see what I'm saying) See what I'm saying? See what I'm saying? See what I'm saying? (see what I'm saying) See what I'm saying? See what I'm saying? Fell like I play for the dodgers making sacks Troy Polamalu I been getting guala young Quavo a shotter you niggas imposters Walk in the kitchen you think I cook pasta (cook it up, cook it up) Nigga who shot ya, fuck with the squad and won't know who got ya The plug front a hunnid I made it right back cause I told him I got him King of the jungle They calling me Quavo Mufasa When I came in with Versace they calling me Quavo Big Poppa When I came in told em' bando and taught em' how to whip up a toddler When we drop Hannah Montana you whipped out your camera to see what I'm saying See what I'm saying? (see what I'm saying) See what I'm saying? (huhh) See what I'm saying? (see what I'm saying) See what I'm saying? (huhh) See what I'm saying? See what I'm saying? (huhh) See what I'm saying? See what I'm saying? Migo!"
"96","Back to the Bando"," burnt out "," Hey you remember that young nigga we seen in the hood Aha, hell yeah That nigga burnt out You remember he came out and told me that shit man You turn a dollar to a million In a trap I look like a chameleon I don't give a fuck about no nigga feelings Got the chopper for the victims Mumma told me to go kill em' So I'm in an all black, like I'm John Wick Open up the trunk, it's a brick and a stick That's a life sentence, quarter mill on my wrist (damn) That nigga burnt out Burnt out That nigga burnt out On a highway with hundred pounds That nigga burnt out Young nigga trap out his Mumma's house That nigga burnt out That nigga burnt out Burnt out Damn that nigga burnt out Twelve got him in interrogation But he burnt out he ain't singing They'll give a young nigga a life sentence If they ever find a fucking banger He a young nigga still trapping and banging Walk around twisting his fingers But he's still in the kitchen and whipping the pot Watching the dope look like it Kurt Angles Hit the pot at every angle In the kitchen and I’m cookin' Topanga I don't really fuck with strangers Never know he could be singing If you want a hunnid we can arrange it No refunds so it changes You can test the dope with your pinky finger Now he feeling like a Power Ranger You turn a dollar to a million In a trap I look like a chameleon I don't give a fuck about no nigga feelings Got the chopper for the victims Mumma told me to go kill em' So I'm in an all black, like I'm John Wick Open up the trunk, it's a brick and a stick That's a life sentence, caught a mill on my wrist (damn) That nigga burnt out Burnt out That nigga burnt out On a highway with hundred pounds That nigga burnt out Young nigga trap out his Mumma's house That nigga burnt out That nigga burnt out Burnt out Damn that nigga burnt out The nigga walking with a dirty stick Burnt out he looking sick Robbing, finessing everything in sight That nigga Debo cause he's taking shit Young nigga fifteen and he with the shit His brother just caught a charge for a brick He sent the little bitch on a trip To pick up some shit from the Mexicans Momma preaching like a reverend He a rookie wanna be a veteran All he wanted was a necklace And his trap game be excellence He like the boot of the Hannah Montana Young nigga burnt out like I blew out the candles No ski-mask got a bag but she said fuck the cameras Walking with a dirty stick long as an antenna You turn a dollar to a million In a trap I look like a chameleon I don't give a fuck about no nigga feelings Got the chopper for the victims Mumma told me to go kill em' So I'm in all black, like I'm John Wick Open up the trunk, it's a brick and a stick That's a life sentence, caught a mill on my wrist (damn) That nigga burnt out Burnt out That nigga burnt out On a highway with hundred pounds That nigga burnt out Young nigga trap out his Mumma's house That nigga burnt out That nigga burnt out Burnt out Damn that nigga burnt out"
"97","Back to the Bando"," forest whitaker "," We got big guns like Marvin I'm spittin' fire like a arson Hop out the Lam' and don't park it You talking bout gas, we having a forest Came from the gump, no Forrest One eye open like I'm Forest (Who you talkin' 'bout?) Forest Whitaker If you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker (Who you talkin' 'bout?) Forest Whitaker If you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker 2 million on the mansion, got a butler in it And the nigga name is Cecil I'm the last king on the North So I gotta look out for my people Mansion got a panic room in it Dare a nigga try to break up in it Came from the gump, I'm feeling like Forrest Walking the trap I'm experimenting Street kings off a bling bling It's a brand new day and a bird gon' sing Rich niggas on the same thang Yung Rich Nation we just living the dream All this gold like I'm livin' in Zulu Welcome to my kingdom like Shaka Zulu I don't want your hoe because she working voodoo Spaghetti, Baguetti, don't like it but you do Forest Whitaker We got big guns like Marvin I'm spittin' fire like a arson Hop out the Lam and don't park it You talking bout gas, we having a forest Came from the gump, no Forrest One eye open like I'm Forest (Who you talking bout?) Forest Whitaker If you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker (Who you talking bout?) Forest Whitaker If you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker Stake out for the check, Forest Whitaker Bloodsport, shit can get physical I like the color of money, they callin' me Amos like I'm Forest Whitaker I'm riding the sprinter it's bullet proof No Forrest, but I'm in the phone booth My diamonds shining take a peep at you Canary yellow diamonds, Pikachu Everyday's Halloween we pulling out costumes And these kids love me like I'm a cartoon The streets are like the Vietnam war When the bitches see me they get star struck I can't argue with no niggas, cause shit can get physical Bullets come flipping and it was critical I don't think I hit 'em, but I know I hit 'em cause they calling them Whitaker We got big guns like Marvin I'm spittin' fire like a arson Hop out the Lam and don't park it You talking bout gas, we having a forest Came from the gump no Forrest One eye open like I'm Forest (who you talking bout?) Forest Whitaker, if you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker Forest Whitaker, if you didn't get the picture My niggas keep the big missiles Break in your safe house like Whitaker"
"98","Back to the Bando"," rich nigga still trappin "," DJ Durel, pow pow pow, give 'em hell Yeah I'm a rich nigga You thought I ain't still in these streets nigga? Might catch me out there now Rich nigga still trapping I'm rich I still bust it down Rich nigga run in your trap I'm a rich nigga still lay the fuck nigga down Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga still robbin' Rich nigga still mobbin' Rich bricks circumcise 'em Rich nigga making plays all on the island Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga still hittin' licks with that dirty stick Rich nigga still hit the highway with 'bout 50 bricks Put 50 thousand in the hood I ain't touching shit Told that bitch she better cook it good, she better break her wrists Young nigga got my first sack it was a Vick Remember running in them houses sometimes I ain't come out with shit Put that cocainá on your nose, I'm guaranteed that your nose gonna itch When I seen my first hundred dollar bill I ain't look back since They say Quavo why you got that pot I heard you rich nigga I'm in too deep in the trap game drowning in a marijuana river 50 bags in the trash can put it on my tab Rich nigga, I'm a rich nigga still jugging slabs Rich nigga still trapping I'm rich I still bust it down Rich nigga run in your trap I'm a rich nigga still lay the fuck nigga down Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga still robbin' Rich nigga still mobbin' Rich bricks circumcise 'em Rich nigga making plays all on the island Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas Bitch nigga told on your partner you a snitch nigga Trapping capping trying to make a million Pulling in a Bentley hurt a nigga feeling I got babies in the kitchen not talking children 30 round extension have you smelling like chitlins Dexter lab in the kitchen do forensics I'm the breadwinner niggas need me they depending Six on my money, got drugs up in Franklin I'm havin' dabbin' should’ve been a damn mannequin You can see my diamond comin' like I'm the ambulance I'm ready for war Migo gang like the Taliban I can't trust these bitches had to learn my lesson Shittin' on you niggas like a intestine Pistol popping, I'm the king like I'm Elvis Got the trap game in a chokehold, full nelson Rich nigga still trappin' Choppa clappin' I was pappen I didn't have it, so I snatched it Robbing the hood, I ain't talking bout basket It was tragic caught my nigga pistol lackin' so I pack it In the winter time I still got my ratchet I'm ready for war pistol under my jacket Rich nigga still trapping I'm rich I still bust it down Rich nigga run in your trap I'm a rich nigga still lay the fuck nigga down Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga still robbin' Rich nigga still mobbin' Rich bricks circumcise 'em Rich nigga making plays all on the island Rich nigga, rich nigga, that's three crazy rich niggas Rich nigga, rich nigga, that's three crazy rich niggas"
"99","Back to the Bando"," came from nothing "," Ay Mi-Migo Do it for all my young niggas, forreal (Dun Deal on the track) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young nigga came from nothing So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever Quavo! I'mma get money forever Young nigga, I was rebellious My momma told me they was jealous, forreal (momma, damn) I had to kick me a door (Boom) I was trapping on the Nawf (Northside) Now it's 40 thousand for a show, forreal Takeoff just bought the whole seal (That's Raheem, lean) Play with the water like I'm Navy Seal (Splash, water, ooh) I'm having choppers on my nigga, fuck how you feel (brrr, brrr) Bout it, bout it, like I'm No Limit having independent deal (QC) My plug coming in on a boat (Eduardo) I swear to god that's the realest shit a nigga never wrote Take your hoe, take her shopping, buy her coats Get her Chanel so she won't never tell 16, when I dropped off the porch 18, I was juugin' the bales I'm from the Nawf (Nawf), throw up your hood For my niggas, we lost (lost) Pour out a pint of the mud (drank) I know to keep it 100 (hundo) My niggas keep it 100 (hundo) We all about making some money (money) 'Cause my niggas came from nothing Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young nigga came from nothing So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever Takeoff! I'mma get money forever, my niggas they clever However my niggas get cheddar (Checks) I know some niggas that whippin' Cinderella, wrist spinnin' like a propeller (whip, whip) Black and white Margielas like a Goodfella Sold out arenas, performing at Coachella Niggas don't know better, so don't do better but if you knew better, then you would do better Young nigga play with that rock like Carmelo, Anthony Big booty bitches like J-Lo, Lopez That ain't codeine, boy that's Karo I'm getting Milwaukee Bucks, O.J. Mayo They want the Migos to go solo (uh uh) They don't know that that is a no-go I get that gadget go go It's outta here like Albert Pujols Roll up a backwood, kickin' shit like judo Balling on niggas like JUCO Taking niggas chain like Deebo (gimme dat) Woop 'em, now we call 'em Rico I'm still sippin' Act, but keep that on the d-low (Actavis) 'Cause nowadays pint like a brick of gold I know some niggas that you snatch out your soul Nigga come and wipe yo nose (watch it fall) Young nigga get to the money, my nigga, young nigga, young nigga Got rich off of snow bunny trapping and capping them onions (lil nigga, lil nigga) Fuck the mansion, go back to the bando, we don't want no company nigga (no company nigga) No more interviews, no more discussions, I'm closing door on these niggas I dont even wanna talk to these niggas Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young niggas came from nothing (nun) Young nigga came from nothing So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever So, I'mma get money forever I'mma get money forever I'mma get money forever I'mma get money forever"
